area_fips,industry_code,emp
18000,52,99174.33333333333
18000,53,37511.666666666664
18000,54,122638
18000,55,34803.333333333336
18000,56,189950.3333333333
18000,61,232652
18000,62,448046.6666666667
18000,71,48733.333333333336
18000,72,274987.6666666667
18000,81,89949
18000,92,132910
19000,11,22256.333333333332
19000,21,2544.6666666666665
19000,22,6209
19000,23,86197.66666666667
19000,31-33,227120.66666666666
19000,42,66285.66666666667
19000,44-45,173808.66666666666
19000,48-49,69825.33333333333
19000,51,21492.666666666668
19000,52,95591.33333333333
19000,53,15176.666666666666
19000,54,52830.66666666667
19000,55,20963
19000,56,67353.33333333333
19000,61,134781.66666666666
19000,62,224636.66666666666
19000,71,25284.666666666664
19000,72,126949.33333333333
19000,81,43907
19000,92,70514.66666666667
20000,11,12784.333333333334
20000,21,6865.333333333333
20000,22,8361.666666666668
20000,23,66016.66666666667
20000,31-33,167700.33333333334
20000,42,58359
20000,44-45,141609
20000,48-49,61863
20000,51,19934
20000,52,58609.333333333336
20000,53,16227
20000,54,75378.33333333334
20000,55,27859
20000,56,78300.33333333334
20000,61,115568.66666666666
20000,62,209653
20000,71,18644.333333333336
20000,72,114560.33333333333
20000,81,35204
20000,92,84896.66666666667
21000,11,9208.666666666666
21000,21,9557.666666666666
21000,22,12659.333333333332
21000,23,83693.33333333333
21000,31-33,252788.66666666666
21000,42,75973
21000,44-45,208891.3333333333
21000,48-49,118261.66666666667
21000,51,24484.333333333332
21000,52,73157.33333333333
21000,53,20797.666666666668
21000,54,77767.66666666667
21000,55,20360.333333333332
21000,56,120426.66666666667
21000,61,137341
21000,62,286080
21000,71,29757
21000,72,179942
21000,81,47100.333333333336
21000,92,90869.66666666667
22000,11,9415.333333333334
22000,21,35157.666666666664
22000,22,13574.333333333334
22000,23,142353.33333333334
22000,31-33,137471.66666666666
22000,42,68965.66666666667
22000,44-45,221207
22000,48-49,83027
22000,51,24943
22000,52,54250.66666666667
22000,53,31980.333333333336
22000,54,90935.66666666666
22000,55,22287.666666666668
22000,56,105813.66666666667
22000,61,156299.66666666666
22000,62,311072
22000,71,37602.666666666664
22000,72,207334.3333333333
22000,81,46823
22000,92,97441.66666666667
23000,11,7825
23000,21,237
23000,22,2960.333333333333
23000,23,32247
23000,31-33,59807
23000,42,19821.333333333332
23000,44-45,81497.66666666667
23000,48-49,20841
23000,51,7651.666666666667
23000,52,23499.333333333332
23000,53,7804
23000,54,28334.333333333336
23000,55,12112.333333333334
23000,56,30876
23000,61,52736.33333333333
23000,62,111567
23000,71,14468.333333333334
23000,72,70307.66666666667
23000,81,18287.666666666664
23000,92,27444
24000,11,6368
24000,21,1136.6666666666667
24000,22,9935.666666666666
24000,23,168959.66666666666
24000,31-33,113918
24000,42,86625.66666666667
24000,44-45,277444.6666666667
24000,48-49,100678.66666666667
24000,51,38894.333333333336
24000,52,89382.66666666667
24000,53,46587.666666666664
24000,54,266381.6666666667
24000,55,28605
24000,56,180579.33333333334
24000,61,232578
24000,62,394525.3333333334
24000,71,52845.333333333336
24000,72,245412
24000,81,92979.66666666667
24000,92,246556
25000,11,10673
25000,21,1049.3333333333333
25000,22,15564.666666666666
25000,23,170858
25000,31-33,244266.66666666666
25000,42,124422.66666666667
25000,44-45,352332.6666666666
25000,48-49,105142.33333333334
25000,51,100613
25000,52,172339.3333333333
25000,53,50190.333333333336
25000,54,350098
25000,55,74823
25000,56,192602.3333333333
25000,61,321277.6666666667
25000,62,660174.6666666667
25000,71,81061.66666666667
25000,72,331755.3333333333
25000,81,123249
25000,92,140581
26000,11,35642.333333333336
26000,21,5813
26000,22,22996.333333333332
26000,23,189124.66666666666
26000,31-33,626269
26000,42,172017.66666666666
26000,44-45,462896.3333333333
26000,48-49,160562
26000,51,60149.666666666664
26000,52,153598
26000,53,57816
26000,54,300096.3333333333
26000,55,70853.66666666667
26000,56,279190
26000,61,312071
26000,62,658160.6666666667
26000,71,65541.66666666667
26000,72,402456.3333333333
26000,81,140771.6666666667
26000,92,179210.66666666666
27000,11,23535
27000,21,6199.333333333333
27000,22,13706.666666666666
27000,23,145802
27000,31-33,327621.3333333333
27000,42,128921.66666666667
27000,44-45,292024
27000,48-49,108370.33333333334
27000,51,51023.666666666664
27000,52,149167.33333333334
27000,53,36394.333333333336
27000,54,161162.3333333333
27000,55,90444
27000,56,137875.33333333334
27000,61,195266.3333333333
27000,62,503566.3333333333
27000,71,59810.66666666667
27000,72,245719.66666666666
27000,81,92848.33333333334
27000,92,141296.66666666666
28000,11,12001.666666666666
28000,21,3812
28000,22,9299
28000,23,44874.66666666667
28000,31-33,146847
28000,42,34472.666666666664
28000,44-45,134794
28000,48-49,55690
28000,51,11688
28000,52,31548
28000,53,12453.666666666668
28000,54,34416.666666666664
28000,55,11216.333333333334
28000,56,66068.33333333333
28000,61,106858.66666666666
28000,62,182164
28000,71,11789
28000,72,129517.66666666666
28000,81,21197.666666666668
28000,92,67451.66666666667
29000,11,13098.333333333334
29000,21,4251.333333333333
29000,22,18646.666666666664
29000,23,134156.33333333334
29000,31-33,278244
29000,42,124308.66666666667
29000,44-45,302026.6666666666
29000,48-49,117202.66666666667
29000,51,52173.666666666664
29000,52,128970.33333333333
29000,53,39782.33333333333
29000,54,164013
29000,55,65318.333333333336
29000,56,158914.33333333334
29000,61,178605.33333333334
29000,62,474576
29000,71,61255.33333333333
29000,72,271586
29000,81,78457.33333333333
29000,92,122742.66666666667
30000,11,6647.666666666667
30000,21,7077.666666666667
30000,22,3338
30000,23,34359.666666666664
30000,31-33,21200.333333333332
30000,42,17303
30000,44-45,58530.333333333336
30000,48-49,15040.666666666666
30000,51,6305
30000,52,16401.333333333332
30000,53,6584
30000,54,23693.666666666664
30000,55,2063
30000,56,19558.333333333332
30000,61,31597
30000,62,73035.33333333333
30000,71,14666
30000,72,58787.666666666664
30000,81,18770
30000,92,39695.666666666664
31000,11,16929.333333333332
31000,21,1065
31000,22,7622.333333333334
31000,23,56602
31000,31-33,99825.66666666667
31000,42,40355
31000,44-45,104551
31000,48-49,46361.333333333336
31000,51,17272.333333333332
31000,52,57225.333333333336
31000,53,10818
31000,54,46906
31000,55,21526.666666666668
31000,56,53758.333333333336
31000,61,82215.33333333333
31000,62,145418.33333333334
31000,71,17108
31000,72,79854.33333333334
31000,81,25957
31000,92,54266.33333333333
32000,11,5303
32000,21,14782.333333333334
32000,22,5296.333333333333
32000,23,97743.66666666667
32000,31-33,59367.666666666664
32000,42,38605
32000,44-45,147172.33333333334
32000,48-49,74646
32000,51,16616.666666666664
32000,52,37210.666666666664
32000,53,27885.666666666668
32000,54,61649
32000,55,27333
32000,56,106678.66666666666
32000,61,80324.33333333333
32000,62,142974.33333333334
32000,71,35806.66666666667
32000,72,322289
32000,81,35650.666666666664
32000,92,64602.666666666664
33000,11,2341
33000,21,595
33000,22,2004.6666666666667
33000,23,30077
33000,31-33,71591.33333333333
33000,42,28284
33000,44-45,95116.33333333333
33000,48-49,18501.333333333336
33000,51,12550.666666666666
33000,52,26553.333333333332
33000,53,7312.666666666667
33000,54,39599.333333333336
33000,55,9293.333333333334
33000,56,37089.66666666667
33000,61,51802
33000,62,99195
33000,71,15176.666666666666
33000,72,65026
33000,81,22578
33000,92,32497
34000,11,14236
34000,21,1450
34000,22,19055.333333333332
34000,23,166969.33333333334
34000,31-33,249860.66666666666
34000,42,213522.33333333334
34000,44-45,446885.6666666666
34000,48-49,218442
34000,51,69734.66666666667
34000,52,183225.6666666667
34000,53,63209
34000,54,305989.6666666667
34000,55,86369.66666666667
34000,56,291400.6666666667
34000,61,273807
34000,62,614935.6666666666
34000,71,87220
34000,72,336554
34000,81,140310.33333333334
34000,92,214303.33333333334
35000,11,12511.666666666666
35000,21,26206.666666666668
35000,22,6299
35000,23,52783.66666666667
35000,31-33,29009
35000,42,21600
35000,44-45,89738.33333333333
35000,48-49,24734
35000,51,12474.666666666666
35000,52,23067.333333333332
35000,53,10788.333333333334
35000,54,61504.666666666664
35000,55,5776
35000,56,46886
35000,61,66867.66666666666
35000,62,142412.3333333333
35000,71,18042
35000,72,97702
35000,81,22177
35000,92,61676.333333333336
36000,11,30440
36000,21,4984
36000,22,36899.666666666664
36000,23,420210
36000,31-33,438377
36000,42,325948.6666666667
36000,44-45,907160.3333333334
36000,48-49,361622.6666666667
36000,51,286753
36000,52,526310.3333333334
36000,53,204595
36000,54,687799
36000,55,145907.33333333334
36000,56,559843
36000,61,820529.6666666667
36000,62,1735559.3333333335
36000,71,204859
36000,72,805084.3333333334
36000,81,370789
36000,92,556675
37000,11,27208.333333333332
37000,21,3181
37000,22,14264.666666666666
37000,23,234091
37000,31-33,478490.3333333333
37000,42,187681.66666666666
37000,44-45,505574.3333333333
37000,48-49,164544
37000,51,76973.66666666667
37000,52,186742.66666666666
37000,53,63503.333333333336
37000,54,267228.3333333333
37000,55,84839.33333333333
37000,56,306268.6666666667
37000,61,350145.3333333333
37000,62,633723.6666666666
37000,71,83930
37000,72,447266.6666666666
37000,81,117273.66666666667
37000,92,251061.66666666666
38000,11,4836.666666666667
38000,21,21702
38000,22,3780
38000,23,31959
38000,31-33,26623.333333333332
38000,42,24367
38000,44-45,45455
38000,48-49,19937
38000,51,6332
38000,52,17919.333333333336
38000,53,5873
38000,54,17320.666666666664
38000,55,3606
38000,56,13857.666666666668
38000,61,27583
38000,62,67785.66666666667
38000,71,12680.333333333332
38000,72,35438
38000,81,11673
38000,92,23072.333333333332
39000,11,18086.333333333332
39000,21,11780.666666666666
39000,22,28285.666666666664
39000,23,238714
39000,31-33,702139.3333333334
39000,42,237567.33333333334
39000,44-45,550418.6666666666
39000,48-49,243465.6666666667
39000,51,82320.66666666667
39000,52,228397.33333333334
39000,53,67556.66666666667
39000,54,272170.6666666667
39000,55,142060.66666666666
39000,56,337437
39000,61,408826.6666666666
39000,62,898300
39000,71,95960
39000,72,495832.6666666667
39000,81,159646
39000,92,217628.6666666667
40000,11,8610.666666666666
40000,21,47188.333333333336
40000,22,15746
40000,23,88973
40000,31-33,142334
40000,42,58423.33333333333
40000,44-45,178681.66666666666
40000,48-49,61639
40000,51,21344.333333333332
40000,52,55976.66666666667
40000,53,22307.333333333332
40000,54,76607
40000,55,20175.666666666668
40000,56,103857
40000,61,122503
40000,62,223917
40000,71,42973.66666666667
40000,72,160318
40000,81,37576.66666666667
40000,92,117203
41000,11,70933.66666666667
41000,21,1868.3333333333333
41000,22,9238
41000,23,118920.66666666666
41000,31-33,199766
41000,42,76392.66666666667
41000,44-45,210297
41000,48-49,76706.33333333333
41000,51,37062.333333333336
41000,52,57792
41000,53,30899.666666666668
41000,54,103616.66666666666
41000,55,51020
41000,56,106659.33333333333
41000,61,118152
41000,62,286112.3333333333
41000,71,37691.666666666664
41000,72,195761.33333333334
41000,81,79664
41000,92,82917.33333333334
42000,11,26841.333333333336
42000,21,28285.333333333332
42000,22,34797.333333333336
42000,23,281813.3333333333
42000,31-33,576304.6666666667
42000,42,218689.66666666666
42000,44-45,609959
42000,48-49,307123.6666666667
42000,51,91354
42000,52,265441.6666666667
42000,53,66586
42000,54,368062.6666666667
42000,55,136697.66666666666
42000,56,323457.6666666667
42000,61,443342.6666666667
42000,62,1091497.3333333335
42000,71,121466
42000,72,486518.6666666667
42000,81,206076.33333333334
42000,92,243049
44000,11,0
44000,21,0
44000,22,1125.6666666666667
44000,23,21982
44000,31-33,39645.66666666667
44000,42,16576.333333333332
44000,44-45,48088.333333333336
44000,48-49,13874.666666666668
44000,51,6134
44000,52,25868.333333333336
44000,53,6565
44000,54,25519.333333333332
44000,55,13309.666666666666
44000,56,30337
44000,61,39815.333333333336
44000,62,85374
44000,71,11126.333333333334
44000,72,55745.666666666664
44000,81,19060.666666666664
44000,92,25681.666666666664
45000,11,10925
45000,21,1932.3333333333333
45000,22,14862.333333333334
45000,23,107729.33333333333
45000,31-33,259385.66666666666
45000,42,73395
45000,44-45,252227.66666666666
45000,48-49,78195.66666666666
45000,51,29009.666666666668
45000,52,70240.66666666667
45000,53,33174.666666666664
45000,54,103794
45000,55,25113.333333333332
45000,56,170038.33333333334
45000,61,158741
45000,62,280389.6666666667
45000,71,36422
45000,72,244566.6666666667
45000,81,55574.333333333336
45000,92,118018
46000,11,6162
46000,21,1014.3333333333334
46000,22,2228.3333333333335
46000,23,25954.666666666664
46000,31-33,45091.333333333336
46000,42,21243.333333333332
46000,44-45,51677.333333333336
46000,48-49,12955
46000,51,5669.333333333334
46000,52,24615.333333333332
46000,53,4174
46000,54,15338
46000,55,5355
46000,56,13927.333333333334
46000,61,32542.333333333332
46000,62,72884.33333333333
46000,71,10225.333333333334
46000,72,43624.666666666664
46000,81,11609.666666666666
46000,92,29211.666666666664
47000,11,8420.666666666666
47000,21,3691.6666666666665
47000,22,22341
47000,23,134149.33333333334
47000,31-33,356398
47000,42,121248
47000,44-45,332206
47000,48-49,188051.33333333334
47000,51,45947.333333333336
47000,52,116189
47000,53,43037
47000,54,148596
47000,55,51867
47000,56,229354
47000,61,211091
47000,62,423873.3333333334
47000,71,47383
47000,72,312073.3333333333
47000,81,83344.66666666667
47000,92,145447.66666666666
48000,11,59161.333333333336
48000,21,247058
48000,22,84909.66666666667
48000,23,814628.3333333334
48000,31-33,912904.3333333334
48000,42,611005.3333333334
48000,44-45,1317161
48000,48-49,575851
48000,51,215759.3333333333
48000,52,553722.6666666666
48000,53,234588.6666666667
48000,54,832857
48000,55,148439.66666666666
48000,56,838911.3333333333
48000,61,1159340.6666666667
48000,62,1707337.6666666667
48000,71,159542.6666666667
48000,72,1257640
48000,81,346639
48000,92,463844.6666666666
49000,11,6186
49000,21,9521.666666666666
49000,22,3798.6666666666665
49000,23,113135
49000,31-33,136852.33333333334
49000,42,52540.333333333336
49000,44-45,172542.33333333334
49000,48-49,71266.33333333333
49000,51,40471.666666666664
49000,52,69150.33333333334
49000,53,22163.333333333332
49000,54,110355.33333333333
49000,55,18633.333333333332
49000,56,97490
49000,61,132935.66666666666
49000,62,177846
49000,71,27313.333333333332
49000,72,130372.33333333333
49000,81,38619.666666666664
49000,92,81692.66666666667
50000,11,3755.6666666666665
50000,21,671
50000,22,1650.3333333333335
50000,23,17076.333333333332
50000,31-33,30348
50000,42,9068
50000,44-45,36554.333333333336
50000,48-49,9075.333333333332
50000,51,4502.666666666667
50000,52,8920
50000,53,3240.6666666666665
50000,54,15901.666666666666
50000,55,2064.3333333333335
50000,56,13362.666666666668
50000,61,33709.33333333333
50000,62,55126.333333333336
50000,71,6013.666666666666
50000,72,32690.666666666668
50000,81,8908.666666666666
50000,92,18062
51000,11,13502.666666666666
51000,21,5769
51000,22,18657
51000,23,215963.3333333333
51000,31-33,253583.66666666666
51000,42,109992
51000,44-45,408354.6666666666
51000,48-49,142870
51000,51,73407.66666666667
51000,52,143242.66666666666
51000,53,57271
51000,54,443796
51000,55,81112.66666666667
51000,56,253729
51000,61,337600
51000,62,506694
51000,71,84798
51000,72,354988
51000,81,144394
51000,92,255787
53000,11,130840.33333333334
53000,21,2237.6666666666665
53000,22,19749.666666666668
53000,23,213687.33333333334
53000,31-33,309168.3333333333
53000,42,134919
53000,44-45,389292.6666666667
53000,48-49,134809.66666666666
53000,51,152793.66666666666
53000,52,95616.66666666666
53000,53,59808.666666666664
53000,54,214752.33333333334
53000,55,45217.666666666664
53000,56,179102
53000,61,264448.3333333334
53000,62,490614.3333333333
53000,71,82739
53000,72,297887
53000,81,104749
53000,92,175419
54000,11,1824
54000,21,21561.333333333332
54000,22,5248.666666666667
54000,23,42326.666666666664
54000,31-33,46903
54000,42,20193.666666666668
54000,44-45,79955.66666666667
54000,48-49,25533
54000,51,9145.333333333334
54000,52,17977
54000,53,6771.333333333333
54000,54,27497.333333333336
54000,55,7172.333333333333
54000,56,36161
54000,61,42040
54000,62,136292
54000,71,9825.666666666666
54000,72,67820.66666666667
54000,81,20282
54000,92,50560
55000,11,29151.333333333336
55000,21,3658.3333333333335
55000,22,11287.666666666666
55000,23,135653
55000,31-33,488167
55000,42,124607.66666666667
55000,44-45,297219.3333333333
55000,48-49,114497.66666666667
55000,51,49241
55000,52,123885
55000,53,28849.333333333332
55000,54,115923.33333333334
55000,55,66563.33333333333
55000,56,148452.66666666666
55000,61,186763
55000,62,434656.3333333333
55000,71,60021.66666666667
55000,72,254635
55000,81,85584.33333333333
55000,92,137969
56000,11,3009
56000,21,20611.333333333332
56000,22,2748
56000,23,24729
56000,31-33,10150.333333333334
56000,42,8487.666666666666
56000,44-45,29601
56000,48-49,11545.333333333334
56000,51,3927.3333333333335
56000,52,6933
56000,53,4392.333333333333
56000,54,10068.666666666666
56000,55,861.3333333333334
56000,56,9381.666666666666
56000,61,20520
56000,62,35851.666666666664
56000,71,5661.333333333333
56000,72,37480
56000,81,7765.666666666667
56000,92,24279
72000,11,8686.333333333334
72000,21,531
72000,22,8183.666666666667
72000,23,26413
72000,31-33,74459
72000,42,30437.666666666668
72000,44-45,123800.33333333333
72000,48-49,20594.666666666668
72000,51,16167
72000,52,29946.666666666668
72000,53,14162.333333333334
72000,54,32767.333333333332
72000,55,15096.666666666666
72000,56,74538
72000,61,77907.33333333333
72000,62,90983.33333333333
72000,71,4465.333333333333
72000,72,76729.66666666667
72000,81,15206.333333333334
72000,92,122952
78000,11,0
78000,21,0
78000,22,548.3333333333334
78000,23,4132.333333333333
78000,31-33,738.6666666666666
78000,42,572.3333333333334
78000,44-45,5005.333333333333
78000,48-49,1323.3333333333333
78000,51,592
78000,52,1015.6666666666666
78000,53,870.6666666666666
78000,54,1427.3333333333333
78000,55,100.33333333333333
78000,56,2229.3333333333335
78000,61,648
78000,62,1544.6666666666667
78000,71,807.6666666666666
78000,72,4467.666666666667
78000,81,1712.6666666666667
78000,92,5549.333333333333
