stateabb,statename,statefips,sector,sectorname,endweek,ic,ic_share_sumic,ic_headline,emp,ic_share_emp,emp_state_total
AL,Alabama,1,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,18.80797636632201,0.0103397341211226,1819,12522.666666666666,0.001501914637429888,1985864.6666666667
AL,Alabama,1,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,13.107099879663057,0.0012033694344163659,10892,12522.666666666666,0.001046670028720964,1985864.6666666667
AL,Alabama,1,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,44.96461680827795,5.552284007739548e-4,80984,12522.666666666666,0.0035906582843066937,1985864.6666666667
AL,Alabama,1,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,140.13139831899196,0.0013128415885383222,106739,12522.666666666666,0.011190220266103489,1985864.6666666667
AL,Alabama,1,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,8.06056129985229,0.004431314623338257,1819,6410.333333333333,0.0012574324735872744,1985864.6666666667
AL,Alabama,1,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,23.831090690296467,0.002187944426211574,10892,6410.333333333333,0.003717605536419812,1985864.6666666667
AL,Alabama,1,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,94.01692605367208,0.001160932110709178,80984,6410.333333333333,0.014666464466799244,1985864.6666666667
AL,Alabama,1,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,141.65456569202448,0.001327111605805043,106739,6410.333333333333,0.022097847073790935,1985864.6666666667
AL,Alabama,1,22,Utilities,2020-03-14,2.68685376661743,0.0014771048744460858,1819,22004.333333333336,1.2210566554848726e-4,1985864.6666666667
AL,Alabama,1,22,Utilities,2020-03-21,4.766218138059293,4.375888852423148e-4,10892,22004.333333333336,2.166036146543541e-4,1985864.6666666667
AL,Alabama,1,22,Utilities,2020-03-28,19.075898039875494,2.3555144275258687e-4,80984,22004.333333333336,8.669155184528271e-4,1985864.6666666667
AL,Alabama,1,22,Utilities,2020-04-04,39.60235169884556,3.7102044893474323e-4,106739,22004.333333333336,0.0017997523987174748,1985864.6666666667
AL,Alabama,1,23,Construction,2020-03-14,272.71565731166913,0.1499261447562777,1819,94633.33333333333,0.0028818139201655774,1985864.6666666667
AL,Alabama,1,23,Construction,2020-03-21,464.70626846078113,0.0426649163111257,10892,94633.33333333333,0.004910598116880393,1985864.6666666667
AL,Alabama,1,23,Construction,2020-03-28,1981.1682678556408,0.024463699840161522,80984,94633.33333333333,0.020935205366561897,1985864.6666666667
AL,Alabama,1,23,Construction,2020-04-04,2973.2227121594815,0.02785507370463918,106739,94633.33333333333,0.031418344968222774,1985864.6666666667
AL,Alabama,1,31-33,Manufacturing,2020-03-14,350.63441654357456,0.19276218611521417,1819,268622.6666666667,0.0013053046524129554,1985864.6666666667
AL,Alabama,1,31-33,Manufacturing,2020-03-21,611.2674762061044,0.05612077453232688,10892,268622.6666666667,0.0022755617900429266,1985864.6666666667
AL,Alabama,1,31-33,Manufacturing,2020-03-28,15650.411777572137,0.19325313367544375,80984,268622.6666666667,0.058261694635742337,1985864.6666666667
AL,Alabama,1,31-33,Manufacturing,2020-04-04,21266.462862280063,0.1992379810779571,106739,268622.6666666667,0.0791685345327525,1985864.6666666667
AL,Alabama,1,42,Wholesale Trade,2020-03-14,79.26218611521418,0.04357459379615953,1819,74486.33333333333,0.0010641171684543588,1985864.6666666667
AL,Alabama,1,42,Wholesale Trade,2020-03-21,145.36965321080845,0.013346460999890604,10892,74486.33333333333,0.0019516285297635153,1985864.6666666667
AL,Alabama,1,42,Wholesale Trade,2020-03-28,1218.1323462606208,0.015041642130058047,80984,74486.33333333333,0.016353769768869736,1985864.6666666667
AL,Alabama,1,42,Wholesale Trade,2020-04-04,2162.8976697061803,0.020263424518743668,106739,74486.33333333333,0.029037510277583545,1985864.6666666667
AL,Alabama,1,44-45,Retail Trade,2020-03-14,249.87740029542098,0.13737075332348597,1819,229777,0.0010874778602532934,1985864.6666666667
AL,Alabama,1,44-45,Retail Trade,2020-03-21,704.2087298982606,0.06465375779455201,10892,229777,0.003064748560118117,1985864.6666666667
AL,Alabama,1,44-45,Retail Trade,2020-03-28,7577.219214267688,0.09356439808193825,80984,229777,0.03297640414083084,1985864.6666666667
AL,Alabama,1,44-45,Retail Trade,2020-04-04,15457.102501534027,0.14481213522268363,106739,229777,0.06727001615276562,1985864.6666666667
AL,Alabama,1,48-49,Transportation and Warehousing,2020-03-14,63.1410635155096,0.03471196454948301,1819,75331.66666666667,8.381742540610579e-4,1985864.6666666667
AL,Alabama,1,48-49,Transportation and Warehousing,2020-03-21,498.06979542719614,0.0457280385078219,10892,75331.66666666667,0.006611692233375023,1985864.6666666667
AL,Alabama,1,48-49,Transportation and Warehousing,2020-03-28,1675.9538992176329,0.020694876756120133,80984,75331.66666666667,0.02224766785837252,1985864.6666666667
AL,Alabama,1,48-49,Transportation and Warehousing,2020-04-04,3021.9640680965226,0.028311714257174252,106739,75331.66666666667,0.04011545478567918,1985864.6666666667
AL,Alabama,1,51,Information,2020-03-14,16.12112259970458,0.008862629246676515,1819,21717,7.423273288071363e-4,1985864.6666666667
AL,Alabama,1,51,Information,2020-03-21,110.81457170987856,0.01017394158188382,10892,21717,0.005102664811432452,1985864.6666666667
AL,Alabama,1,51,Information,2020-03-28,0,0,80984,21717,0,1985864.6666666667
AL,Alabama,1,51,Information,2020-04-04,559.0024259029353,0.005237096336886567,106739,21717,0.025740315232441652,1985864.6666666667
AL,Alabama,1,52,Finance and Insurance,2020-03-14,68.51477104874445,0.03766617429837518,1819,71896,9.529705553680935e-4,1985864.6666666667
AL,Alabama,1,52,Finance and Insurance,2020-03-21,100.09058089924517,0.009189366590088613,10892,71896,0.0013921578516085064,1985864.6666666667
AL,Alabama,1,52,Finance and Insurance,2020-03-28,336.5533439892319,0.004155800454277782,80984,71896,0.004681113608395904,1985864.6666666667
AL,Alabama,1,52,Finance and Insurance,2020-04-04,639.730296673659,0.005993407252022775,106739,71896,0.008897995669768262,1985864.6666666667
AL,Alabama,1,53,Real Estate and Rental and Leasing,2020-03-14,34.92909896602659,0.019202363367799114,1819,24227.666666666668,0.0014417029690309943,1985864.6666666667
AL,Alabama,1,53,Real Estate and Rental and Leasing,2020-03-21,82.21726288152281,0.007548408270429931,10892,24227.666666666668,0.00339352790397436,1985864.6666666667
AL,Alabama,1,53,Real Estate and Rental and Leasing,2020-03-28,889.7543871456213,0.010986792294102802,80984,24227.666666666668,0.03672472464588506,1985864.6666666667
AL,Alabama,1,53,Real Estate and Rental and Leasing,2020-04-04,1003.7672988284316,0.009403941378769069,106739,24227.666666666668,0.0414306219677957,1985864.6666666667
AL,Alabama,1,54,"Professional, Scientific, and Technical Services",2020-03-14,111.50443131462333,0.061299852289512555,1819,109122.66666666667,0.0010218264886729,1985864.6666666667
AL,Alabama,1,54,"Professional, Scientific, and Technical Services",2020-03-21,244.26867957553875,0.022426430368668634,10892,109122.66666666667,0.0022384779169821616,1985864.6666666667
AL,Alabama,1,54,"Professional, Scientific, and Technical Services",2020-03-28,2139.2257087574662,0.026415411794397242,80984,109122.66666666667,0.019603862094866933,1985864.6666666667
AL,Alabama,1,54,"Professional, Scientific, and Technical Services",2020-04-04,2682.29774391027,0.025129500406695492,106739,109122.66666666667,0.024580573641073074,1985864.6666666667
AL,Alabama,1,55,Management of Companies and Enterprises,2020-03-14,4.030280649926145,0.0022156573116691287,1819,16124,2.499553863759703e-4,1985864.6666666667
AL,Alabama,1,55,Management of Companies and Enterprises,2020-03-21,132.2625533311454,0.012143091565474237,10892,16124,0.008202837591859675,1985864.6666666667
AL,Alabama,1,55,Management of Companies and Enterprises,2020-03-28,532.7625809708085,0.006578615294018676,80984,16124,0.03304158899595686,1985864.6666666667
AL,Alabama,1,55,Management of Companies and Enterprises,2020-04-04,449.33437504459386,0.004209655093682664,106739,16124,0.02786742588964239,1985864.6666666667
AL,Alabama,1,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,0,0,1819,129021,0,1985864.6666666667
AL,Alabama,1,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,1475.144513729351,0.13543375998249643,10892,129021,0.011433367542720573,1985864.6666666667
AL,Alabama,1,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,8864.842331959282,0.10946412046773786,80984,129021,0.0687085228913067,1985864.6666666667
AL,Alabama,1,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,11685.740085905503,0.10947957247028269,106739,129021,0.09057238810662996,1985864.6666666667
AL,Alabama,1,61,Educational Services,2020-03-14,28.211964549483014,0.0155096011816839,1819,157203.33333333334,1.794616179649478e-4,1985864.6666666667
AL,Alabama,1,61,Educational Services,2020-03-21,368.19035116508036,0.03380374138496882,10892,157203.33333333334,0.0023421281429470133,1985864.6666666667
AL,Alabama,1,61,Educational Services,2020-03-28,0,0,80984,157203.33333333334,0,1985864.6666666667
AL,Alabama,1,61,Educational Services,2020-04-04,2517.7956676227577,0.023588338541889634,106739,157203.33333333334,0.016016172267060223,1985864.6666666667
AL,Alabama,1,62,Health Care and Social Assistance,2020-03-14,244.5036927621861,0.1344165435745938,1819,280385.3333333333,8.720273983500781e-4,1985864.6666666667
AL,Alabama,1,62,Health Care and Social Assistance,2020-03-21,1338.1157422601466,0.12285307953177989,10892,280385.3333333333,0.004772417038908882,1985864.6666666667
AL,Alabama,1,62,Health Care and Social Assistance,2020-03-28,9979.419803146295,0.12322705476571044,80984,280385.3333333333,0.03559180390966585,1985864.6666666667
AL,Alabama,1,62,Health Care and Social Assistance,2020-04-04,15967.363571499922,0.14959259100703512,106739,280385.3333333333,0.05694792727448864,1985864.6666666667
AL,Alabama,1,71,"Arts, Entertainment, and Recreation",2020-03-14,10.74741506646972,0.005908419497784343,1819,27220.666666666664,3.948255639025393e-4,1985864.6666666667
AL,Alabama,1,71,"Arts, Entertainment, and Recreation",2020-03-21,294.3139700251614,0.02702111366371294,10892,27220.666666666664,0.010812151429985602,1985864.6666666667
AL,Alabama,1,71,"Arts, Entertainment, and Recreation",2020-03-28,2060.1969883065535,0.025439555817279382,80984,27220.666666666664,0.07568503055178248,1985864.6666666667
AL,Alabama,1,71,"Arts, Entertainment, and Recreation",2020-04-04,2388.326440914994,0.02237538707421836,106739,27220.666666666664,0.08773945436978009,1985864.6666666667
AL,Alabama,1,72,Accommodation and Food Services,2020-03-14,189.4231905465288,0.10413589364844904,1819,189984.3333333333,9.970463733669028e-4,1985864.6666666667
AL,Alabama,1,72,Accommodation and Food Services,2020-03-21,3811.78295591292,0.3499617109725413,10892,189984.3333333333,0.020063669930220143,1985864.6666666667
AL,Alabama,1,72,Accommodation and Food Services,2020-03-28,24024.73101707748,0.2966602170438294,80984,189984.3333333333,0.12645637982646366,1985864.6666666667
AL,Alabama,1,72,Accommodation and Food Services,2020-04-04,18462.31172852719,0.17296687928992394,106739,189984.3333333333,0.09717807465805352,1985864.6666666667
AL,Alabama,1,81,Other Services (except Public Administration),2020-03-14,52.39364844903988,0.02880354505169867,1819,47728,0.0010977549540948685,1985864.6666666667
AL,Alabama,1,81,Other Services (except Public Administration),2020-03-21,368.19035116508036,0.03380374138496882,10892,47728,0.00771434694864818,1985864.6666666667
AL,Alabama,1,81,Other Services (except Public Administration),2020-03-28,3895.570892571717,0.04810296963068899,80984,47728,0.08162024163115399,1985864.6666666667
AL,Alabama,1,81,Other Services (except Public Administration),2020-04-04,4424.801218659474,0.04145440015982419,106739,47728,0.09270870806778986,1985864.6666666667
AL,Alabama,1,92,Public Administration,2020-03-14,13.434268833087149,0.007385524372230428,1819,127446.33333333334,1.0541118352891399e-4,1985864.6666666667
AL,Alabama,1,92,Public Administration,2020-03-21,101.28213543375999,0.00929876381139919,10892,127446.33333333334,7.947041926177553e-4,1985864.6666666667
AL,Alabama,1,92,Public Administration,2020-03-28,0,0,80984,127446.33333333334,0,1985864.6666666667
AL,Alabama,1,92,Public Administration,2020-04-04,755.4910170241307,0.007077928564293563,106739,127446.33333333334,0.0059279148898553164,1985864.6666666667
KS,Kansas,20,31-33,Manufacturing,2020-03-14,434.5600272851296,0.247612551159618,1755,167700.33333333334,0.0025912889893985277,1378394.3333333333
KS,Kansas,20,31-33,Manufacturing,2020-03-21,3772.404128042376,0.16009863464085117,23563,167700.33333333334,0.022494911328196778,1378394.3333333333
