stateabb,statename,statefips,sector,sectorname,endweek,ic,ic_share_sumic,ic_headline,emp,ic_share_emp,emp_state_total
WA,Washington,53,72,Accommodation and Food Services,2020-04-04,21304.659306059035,0.12440531676160883,171252,297887,0.07151926504365426,3497852.3333333335
WA,Washington,53,81,Other Services (except Public Administration),2020-03-14,366.5496146818146,0.02574084372765552,14240,104749,0.0034993137374277044,3497852.3333333335
WA,Washington,53,81,Other Services (except Public Administration),2020-03-21,10771.293016124588,0.08291414002205072,129909,104749,0.10282955461268926,3497852.3333333335
WA,Washington,53,81,Other Services (except Public Administration),2020-03-28,10412.29498534533,0.05694477402307549,182849,104749,0.09940233305659557,3497852.3333333335
WA,Washington,53,81,Other Services (except Public Administration),2020-04-04,8749.135494562403,0.05108924564129121,171252,104749,0.08352476390764974,3497852.3333333335
WA,Washington,53,92,Public Administration,2020-03-14,141.41574640502105,0.009930881067768332,14240,175419,8.061598025585658e-4,3497852.3333333335
WA,Washington,53,92,Public Administration,2020-03-21,756.4298856119074,0.00582276736493936,129909,175419,0.004312132013133739,3497852.3333333335
WA,Washington,53,92,Public Administration,2020-03-28,1173.8604888310256,0.006419835431591234,182849,175419,0.006691752255063736,3497852.3333333335
WA,Washington,53,92,Public Administration,2020-04-04,1287.7157120662869,0.007519419989642672,171252,175419,0.007340799526084899,3497852.3333333335
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-14,NA,NA,517,52382,NA,278003.6666666667
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-21,NA,NA,3653,52382,NA,278003.6666666667
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-28,NA,NA,6396,52382,NA,278003.6666666667
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-04-04,NA,NA,6543,52382,NA,278003.6666666667
WY,Wyoming,56,1023,**Financial activities**,2020-03-14,NA,NA,517,11402.666666666666,NA,278003.6666666667
WY,Wyoming,56,1023,**Financial activities**,2020-03-21,NA,NA,3653,11402.666666666666,NA,278003.6666666667
WY,Wyoming,56,1023,**Financial activities**,2020-03-28,NA,NA,6396,11402.666666666666,NA,278003.6666666667
WY,Wyoming,56,1023,**Financial activities**,2020-04-04,NA,NA,6543,11402.666666666666,NA,278003.6666666667
WY,Wyoming,56,1024,**Professional and business services**,2020-03-14,NA,NA,517,20311.666666666668,NA,278003.6666666667
WY,Wyoming,56,1024,**Professional and business services**,2020-03-21,NA,NA,3653,20311.666666666668,NA,278003.6666666667
WY,Wyoming,56,1024,**Professional and business services**,2020-03-28,NA,NA,6396,20311.666666666668,NA,278003.6666666667
WY,Wyoming,56,1024,**Professional and business services**,2020-04-04,NA,NA,6543,20311.666666666668,NA,278003.6666666667
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-14,NA,NA,517,43896.333333333336,NA,278003.6666666667
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-21,NA,NA,3653,43896.333333333336,NA,278003.6666666667
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-28,NA,NA,6396,43896.333333333336,NA,278003.6666666667
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-04-04,NA,NA,6543,43896.333333333336,NA,278003.6666666667
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,NA,NA,517,3009,NA,278003.6666666667
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,NA,NA,3653,3009,NA,278003.6666666667
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,NA,NA,6396,3009,NA,278003.6666666667
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,NA,NA,6543,3009,NA,278003.6666666667
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,NA,NA,517,20611.333333333332,NA,278003.6666666667
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,NA,NA,3653,20611.333333333332,NA,278003.6666666667
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,NA,NA,6396,20611.333333333332,NA,278003.6666666667
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,NA,NA,6543,20611.333333333332,NA,278003.6666666667
WY,Wyoming,56,23,Construction,2020-03-14,NA,NA,517,24729,NA,278003.6666666667
WY,Wyoming,56,23,Construction,2020-03-21,NA,NA,3653,24729,NA,278003.6666666667
WY,Wyoming,56,23,Construction,2020-03-28,NA,NA,6396,24729,NA,278003.6666666667
WY,Wyoming,56,23,Construction,2020-04-04,NA,NA,6543,24729,NA,278003.6666666667
WY,Wyoming,56,31-33,Manufacturing,2020-03-14,NA,NA,517,10150.333333333334,NA,278003.6666666667
WY,Wyoming,56,31-33,Manufacturing,2020-03-21,NA,NA,3653,10150.333333333334,NA,278003.6666666667
WY,Wyoming,56,31-33,Manufacturing,2020-03-28,NA,NA,6396,10150.333333333334,NA,278003.6666666667
WY,Wyoming,56,31-33,Manufacturing,2020-04-04,NA,NA,6543,10150.333333333334,NA,278003.6666666667
WY,Wyoming,56,42,Wholesale Trade,2020-03-14,NA,NA,517,8487.666666666666,NA,278003.6666666667
WY,Wyoming,56,42,Wholesale Trade,2020-03-21,NA,NA,3653,8487.666666666666,NA,278003.6666666667
WY,Wyoming,56,42,Wholesale Trade,2020-03-28,NA,NA,6396,8487.666666666666,NA,278003.6666666667
WY,Wyoming,56,42,Wholesale Trade,2020-04-04,NA,NA,6543,8487.666666666666,NA,278003.6666666667
WY,Wyoming,56,44-45,Retail Trade,2020-03-14,NA,NA,517,29601,NA,278003.6666666667
WY,Wyoming,56,44-45,Retail Trade,2020-03-21,NA,NA,3653,29601,NA,278003.6666666667
WY,Wyoming,56,44-45,Retail Trade,2020-03-28,NA,NA,6396,29601,NA,278003.6666666667
WY,Wyoming,56,44-45,Retail Trade,2020-04-04,NA,NA,6543,29601,NA,278003.6666666667
WY,Wyoming,56,51,Information,2020-03-14,NA,NA,517,3927.3333333333335,NA,278003.6666666667
WY,Wyoming,56,51,Information,2020-03-21,NA,NA,3653,3927.3333333333335,NA,278003.6666666667
WY,Wyoming,56,51,Information,2020-03-28,NA,NA,6396,3927.3333333333335,NA,278003.6666666667
WY,Wyoming,56,51,Information,2020-04-04,NA,NA,6543,3927.3333333333335,NA,278003.6666666667
WY,Wyoming,56,61,Educational Services,2020-03-14,NA,NA,517,20520,NA,278003.6666666667
WY,Wyoming,56,61,Educational Services,2020-03-21,NA,NA,3653,20520,NA,278003.6666666667
WY,Wyoming,56,61,Educational Services,2020-03-28,NA,NA,6396,20520,NA,278003.6666666667
WY,Wyoming,56,61,Educational Services,2020-04-04,NA,NA,6543,20520,NA,278003.6666666667
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-14,NA,NA,517,35851.666666666664,NA,278003.6666666667
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-21,NA,NA,3653,35851.666666666664,NA,278003.6666666667
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-28,NA,NA,6396,35851.666666666664,NA,278003.6666666667
WY,Wyoming,56,62,Health Care and Social Assistance,2020-04-04,NA,NA,6543,35851.666666666664,NA,278003.6666666667
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-14,NA,NA,517,7765.666666666667,NA,278003.6666666667
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-21,NA,NA,3653,7765.666666666667,NA,278003.6666666667
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-28,NA,NA,6396,7765.666666666667,NA,278003.6666666667
WY,Wyoming,56,81,Other Services (except Public Administration),2020-04-04,NA,NA,6543,7765.666666666667,NA,278003.6666666667
WY,Wyoming,56,92,Public Administration,2020-03-14,NA,NA,517,24279,NA,278003.6666666667
WY,Wyoming,56,92,Public Administration,2020-03-21,NA,NA,3653,24279,NA,278003.6666666667
WY,Wyoming,56,92,Public Administration,2020-03-28,NA,NA,6396,24279,NA,278003.6666666667
WY,Wyoming,56,92,Public Administration,2020-04-04,NA,NA,6543,24279,NA,278003.6666666667
