stateabb,statename,statefips,sector,sectorname,endweek,ic,emp,ic_share_emp,ic_share_sumic,ic_headline
ME,Maine,23,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,90,7825,0.011501597444089457,0.006726457399103139,23770
ME,Maine,23,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,100,7825,0.012779552715654952,0.00983284169124877,30910
ME,Maine,23,23,Construction,2020-03-21,120,32247,0.003721276397804447,0.007029876977152899,21459
ME,Maine,23,23,Construction,2020-03-28,360,32247,0.011163829193413341,0.026905829596412557,23770
ME,Maine,23,23,Construction,2020-04-04,270,32247,0.008372871895060006,0.02654867256637168,30910
ME,Maine,23,61,Educational Services,2020-03-21,440,52736.33333333333,0.008343393865077209,0.025776215582893967,21459
ME,Maine,23,61,Educational Services,2020-03-28,410,52736.33333333333,0.007774526101549217,0.030642750373692077,23770
ME,Maine,23,61,Educational Services,2020-04-04,440,52736.33333333333,0.008343393865077209,0.043264503441494594,30910
ME,Maine,23,52,Finance and Insurance,2020-03-21,20,23499.333333333332,8.510879741269257e-4,0.0011716461628588166,21459
ME,Maine,23,52,Finance and Insurance,2020-03-28,0,23499.333333333332,0,0,23770
ME,Maine,23,52,Finance and Insurance,2020-04-04,0,23499.333333333332,0,0,30910
ME,Maine,23,51,Information,2020-03-21,150,7651.666666666667,0.01960357220649096,0.008787346221441126,21459
ME,Maine,23,51,Information,2020-03-28,90,7651.666666666667,0.011762143323894575,0.006726457399103139,23770
ME,Maine,23,51,Information,2020-04-04,70,7651.666666666667,0.009148333696362448,0.00688298918387414,30910
ME,Maine,23,55,Management of Companies and Enterprises,2020-03-21,0,12112.333333333334,0,0,21459
ME,Maine,23,55,Management of Companies and Enterprises,2020-03-28,30,12112.333333333334,0.0024768142664501748,0.002242152466367713,23770
ME,Maine,23,55,Management of Companies and Enterprises,2020-04-04,30,12112.333333333334,0.0024768142664501748,0.0029498525073746312,30910
ME,Maine,23,81,Other Services (except Public Administration),2020-03-21,840,18287.666666666664,0.04593259573847584,0.0492091388400703,21459
ME,Maine,23,81,Other Services (except Public Administration),2020-03-28,580,18287.666666666664,0.0317153637241857,0.043348281016442454,23770
ME,Maine,23,81,Other Services (except Public Administration),2020-04-04,380,18287.666666666664,0.020779031405500976,0.03736479842674533,30910
ME,Maine,23,54,"Professional, Scientific, and Technical Services",2020-03-21,80,28334.333333333336,0.002823429761302542,0.0046865846514352666,21459
ME,Maine,23,54,"Professional, Scientific, and Technical Services",2020-03-28,200,28334.333333333336,0.007058574403256355,0.014947683109118086,23770
ME,Maine,23,54,"Professional, Scientific, and Technical Services",2020-04-04,260,28334.333333333336,0.009176146724233262,0.025565388397246803,30910
ME,Maine,23,92,Public Administration,2020-03-21,0,27444,0,0,21459
ME,Maine,23,92,Public Administration,2020-03-28,0,27444,0,0,23770
ME,Maine,23,92,Public Administration,2020-04-04,0,27444,0,0,30910
ME,Maine,23,53,Real Estate and Rental and Leasing,2020-03-21,20,7804,0.0025627883136852894,0.0011716461628588166,21459
ME,Maine,23,53,Real Estate and Rental and Leasing,2020-03-28,80,7804,0.010251153254741158,0.005979073243647235,23770
ME,Maine,23,53,Real Estate and Rental and Leasing,2020-04-04,70,7804,0.008969759097898513,0.00688298918387414,30910
ME,Maine,23,48-49,Transportation and Warehousing,2020-03-21,220,20841,0.010556115349551365,0.012888107791446984,21459
ME,Maine,23,48-49,Transportation and Warehousing,2020-03-28,170,20841,0.008156998224653328,0.012705530642750373,23770
ME,Maine,23,48-49,Transportation and Warehousing,2020-04-04,120,20841,0.00575788109975529,0.011799410029498525,30910
ME,Maine,23,42,Wholesale Trade,2020-03-21,170,19821.333333333332,0.008576617785550923,0.00995899238429994,21459
ME,Maine,23,42,Wholesale Trade,2020-03-28,200,19821.333333333332,0.01009013857123638,0.014947683109118086,23770
ME,Maine,23,42,Wholesale Trade,2020-04-04,190,19821.333333333332,0.00958563164267456,0.018682399213372666,30910
ME,Maine,23,71,"Arts, Entertainment, and Recreation",2020-03-21,910,14468.333333333334,0.06289597972583803,0.053309900410076154,21459
ME,Maine,23,71,"Arts, Entertainment, and Recreation",2020-03-28,750,14468.333333333334,0.05183734592788849,0.05605381165919283,23770
ME,Maine,23,71,"Arts, Entertainment, and Recreation",2020-04-04,350,14468.333333333334,0.02419076143301463,0.0344149459193707,30910
ME,Maine,23,72,Accommodation and Food Services,2020-03-21,7970,70307.66666666667,0.11335890348610629,0.46690099589923845,21459
ME,Maine,23,72,Accommodation and Food Services,2020-03-28,2980,70307.66666666667,0.042385135807854045,0.2227204783258595,23770
ME,Maine,23,72,Accommodation and Food Services,2020-04-04,1700,70307.66666666667,0.024179439890386536,0.1671583087512291,30910
ME,Maine,23,62,Health Care and Social Assistance,2020-03-21,3590,111567,0.03217797377360689,0.2103104862331576,21459
ME,Maine,23,62,Health Care and Social Assistance,2020-03-28,2810,111567,0.025186659137558597,0.2100149476831091,23770
ME,Maine,23,62,Health Care and Social Assistance,2020-04-04,1970,111567,0.017657551067968128,0.19370698131760078,30910
ME,Maine,23,31-33,Manufacturing,2020-03-21,1130,59807,0.018894109385189026,0.06619800820152313,21459
ME,Maine,23,31-33,Manufacturing,2020-03-28,2010,59807,0.03360810607453977,0.15022421524663676,23770
ME,Maine,23,31-33,Manufacturing,2020-04-04,1330,59807,0.022238199541859648,0.13077679449360866,30910
ME,Maine,23,44-45,Retail Trade,2020-03-21,1100,81497.66666666667,0.01349731894164659,0.06444053895723492,21459
ME,Maine,23,44-45,Retail Trade,2020-03-28,2160,81497.66666666667,0.026503826285415123,0.16143497757847533,23770
ME,Maine,23,44-45,Retail Trade,2020-04-04,2570,81497.66666666667,0.03153464516366521,0.2527040314650934,30910
MI,Michigan,26,31-33,Manufacturing,2020-03-14,980,626269,0.0015648227838197324,0.18532526475037822,5338
MI,Michigan,26,23,Construction,2020-03-14,723,189124.66666666666,0.003822875211060077,0.13672465960665658,5338
MI,Michigan,26,44-45,Retail Trade,2020-03-14,411,462896.3333333333,8.878877848099899e-4,0.07772314674735249,5338
MI,Michigan,26,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,646,279190,0.002313836455460439,0.12216338880484115,5338
MI,Michigan,26,62,Health Care and Social Assistance,2020-03-14,373,658160.6666666667,5.667309198058022e-4,0.07053706505295007,5338
MI,Michigan,26,42,Wholesale Trade,2020-03-14,224,172017.66666666666,0.0013021918291338294,0.04236006051437216,5338
MI,Michigan,26,54,"Professional, Scientific, and Technical Services",2020-03-14,264,300096.3333333333,8.797175129319585e-4,0.049924357034795766,5338
MI,Michigan,26,81,Other Services (except Public Administration),2020-03-14,148,140771.6666666667,0.0010513479274948793,0.02798789712556732,5338
MI,Michigan,26,55,Management of Companies and Enterprises,2020-03-14,155,70853.66666666667,0.002187607322133411,0.02931164901664145,5338
MI,Michigan,26,48-49,Transportation and Warehousing,2020-03-14,227,160562,0.0014137840834070328,0.042927382753403936,5338
MI,Michigan,26,53,Real Estate and Rental and Leasing,2020-03-14,110,57816,0.001902587519025875,0.0208018154311649,5338
MI,Michigan,26,61,Educational Services,2020-03-14,83,312071,2.659651169124975e-4,0.015695915279878972,5338
MI,Michigan,26,52,Finance and Insurance,2020-03-14,82,153598,5.338611179833071e-4,0.015506807866868382,5338
MI,Michigan,26,92,Public Administration,2020-03-14,54,179210.66666666666,3.0132134991964763e-4,0.01021180030257186,5338
MI,Michigan,26,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,49,35642.333333333336,0.0013747697026943615,0.009266263237518911,5338
MI,Michigan,26,51,Information,2020-03-14,80,60149.666666666664,0.0013300156831015967,0.015128593040847202,5338
MI,Michigan,26,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,51,5813,0.00877343884397041,0.009644478063540091,5338
MI,Michigan,26,22,Utilities,2020-03-14,6,22996.333333333332,2.609111597501051e-4,0.0011346444780635401,5338
MI,Michigan,26,71,"Arts, Entertainment, and Recreation",2020-03-14,108,65541.66666666667,0.0016478067387158295,0.02042360060514372,5338
MI,Michigan,26,72,Accommodation and Food Services,2020-03-14,514,402456.3333333333,0.0012771571905523498,0.09720121028744327,5338
MI,Michigan,26,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,414,35642.333333333336,0.011615401161540116,0.0014552254544943268,304335
MI,Michigan,26,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,196,5813,0.03371752967486668,6.889473166205025e-4,304335
MI,Michigan,26,22,Utilities,2020-03-28,49,22996.333333333332,0.002130774471292525,1.7223682915512562e-4,304335
MI,Michigan,26,23,Construction,2020-03-28,27063,189124.66666666666,0.14309608829449358,0.0951274552535748,304335
MI,Michigan,26,31-33,Manufacturing,2020-03-28,82795,626269,0.1322035738636273,0.29102751571221686,304335
MI,Michigan,26,42,Wholesale Trade,2020-03-28,11149,172017.66666666666,0.06481311028130832,0.039189151188785624,304335
MI,Michigan,26,44-45,Retail Trade,2020-03-28,32621,462896.3333333333,0.07047150225860506,0.11466403273202762,304335
MI,Michigan,26,48-49,Transportation and Warehousing,2020-03-28,6984,160562,0.043497216028699194,0.024549020710599948,304335
MI,Michigan,26,51,Information,2020-03-28,1726,60149.666666666664,0.028695088362916947,0.0060669544310560574,304335
MI,Michigan,26,52,Finance and Insurance,2020-03-28,1096,153598,0.007135509576947616,0.0038524809133473,304335
MI,Michigan,26,53,Real Estate and Rental and Leasing,2020-03-28,3219,57816,0.05567662930676629,0.011314905164292845,304335
MI,Michigan,26,54,"Professional, Scientific, and Technical Services",2020-03-28,12416,300096.3333333333,0.04137338121425454,0.04364270348551102,304335
MI,Michigan,26,55,Management of Companies and Enterprises,2020-03-28,7386,70853.66666666667,0.1042430172985637,0.025962065717137914,304335
MI,Michigan,26,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,19335,279190,0.06925391310577027,0.0679632467696807,304335
MI,Michigan,26,61,Educational Services,2020-03-28,3223,312071,0.01032777797360216,0.011328965313611631,304335
MI,Michigan,26,62,Health Care and Social Assistance,2020-03-28,26098,658160.6666666667,0.03965293175627835,0.09173544423041773,304335
MI,Michigan,26,71,"Arts, Entertainment, and Recreation",2020-03-28,3660,65541.66666666667,0.05584233947870311,0.012865036626688975,304335
MI,Michigan,26,72,Accommodation and Food Services,2020-03-28,29778,402456.3333333333,0.07399063583709703,0.10467078160370064,304335
MI,Michigan,26,81,Other Services (except Public Administration),2020-03-28,14225,140771.6666666667,0.10105016397712606,0.05000140601493188,304335
MI,Michigan,26,92,Public Administration,2020-03-28,1059,179210.66666666666,0.005909246473424201,0.0037224245321485316,304335
MI,Michigan,26,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,777,35642.333333333336,0.021799919571296303,0.002449898472675907,388554
MI,Michigan,26,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,383,5813,0.06588680543609152,0.0012076076126574934,388554
MI,Michigan,26,22,Utilities,2020-04-04,129,22996.333333333332,0.00560958993462726,4.06739900868973e-4,388554
MI,Michigan,26,23,Construction,2020-04-04,28605,189124.66666666666,0.15124944040438934,0.09019220825082924,388554
MI,Michigan,26,31-33,Manufacturing,2020-04-04,59943,626269,0.0957144613576594,0.18900162695960349,388554
MI,Michigan,26,42,Wholesale Trade,2020-04-04,18603,172017.66666666666,0.10814586873828852,0.05865567733229073,388554
MI,Michigan,26,44-45,Retail Trade,2020-04-04,41973,462896.3333333333,0.09067472990712824,0.13234181286180932,388554
MI,Michigan,26,48-49,Transportation and Warehousing,2020-04-04,9827,160562,0.06120377175172208,0.030984751983251145,388554
MI,Michigan,26,51,Information,2020-04-04,2642,60149.666666666664,0.04392376793443023,0.008330285411595556,388554
MI,Michigan,26,52,Finance and Insurance,2020-04-04,1777,153598,0.011569161056784594,0.005602920960032287,388554
MI,Michigan,26,53,Real Estate and Rental and Leasing,2020-04-04,4389,57816,0.07591324200913242,0.01383861569700715,388554
MI,Michigan,26,54,"Professional, Scientific, and Technical Services",2020-04-04,14678,300096.3333333333,0.048910960813694275,0.04628006406941694,388554
MI,Michigan,26,55,Management of Companies and Enterprises,2020-04-04,4421,70853.66666666667,0.062396206265495545,0.013939512416602556,388554
MI,Michigan,26,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,26053,279190,0.09331637952648734,0.08214569486309577,388554
MI,Michigan,26,61,Educational Services,2020-04-04,5334,312071,0.017092264260376647,0.01681822194755893,388554
MI,Michigan,26,62,Health Care and Social Assistance,2020-04-04,31149,658160.6666666667,0.047327349654238425,0.09821349745866388,388554
MI,Michigan,26,71,"Arts, Entertainment, and Recreation",2020-04-04,5911,65541.66666666667,0.09018690400508582,0.01863751592276356,388554
MI,Michigan,26,72,Accommodation and Food Services,2020-04-04,42307,402456.3333333333,0.10512196354221452,0.13339492237258635,388554
MI,Michigan,26,81,Other Services (except Public Administration),2020-04-04,16094,140771.6666666667,0.11432698341285531,0.050744743911513575,388554
MI,Michigan,26,92,Public Administration,2020-04-04,2161,179210.66666666666,0.012058434021784418,0.006813681595177137,388554
ND,North Dakota,38,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,8,4836.666666666667,0.0016540317022742934,0.01606425702811245,415
ND,North Dakota,38,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,10,4836.666666666667,0.002067539627842867,0.001723543605653223,5662
ND,North Dakota,38,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,19,4836.666666666667,0.003928325292901447,0.0016163334751169716,11818
ND,North Dakota,38,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,96,21702,0.004423555432679016,0.1927710843373494,415
ND,North Dakota,38,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,423,21702,0.01949129112524191,0.07290589451913133,5662
ND,North Dakota,38,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,857,21702,0.039489447977144966,0.0729051467460655,11818
ND,North Dakota,38,22,Utilities,2020-03-14,1,3780,2.6455026455026457e-4,0.002008032128514056,415
ND,North Dakota,38,22,Utilities,2020-03-21,3,3780,7.936507936507937e-4,5.17063081695967e-4,5662
ND,North Dakota,38,22,Utilities,2020-03-28,7,3780,0.001851851851851852,5.954912803062527e-4,11818
ND,North Dakota,38,23,Construction,2020-03-14,160,31959,0.005006414468537814,0.321285140562249,415
ND,North Dakota,38,23,Construction,2020-03-21,480,31959,0.015019243405613442,0.0827300930713547,5662
ND,North Dakota,38,23,Construction,2020-03-28,891,31959,0.02787947057166995,0.07579753296469588,11818
ND,North Dakota,38,31-33,Manufacturing,2020-03-14,26,26623.333333333332,9.765869537999249e-4,0.05220883534136546,415
ND,North Dakota,38,31-33,Manufacturing,2020-03-21,149,26623.333333333332,0.005596594466007262,0.02568079972423302,5662
ND,North Dakota,38,31-33,Manufacturing,2020-03-28,567,26623.333333333332,0.021297107800175286,0.04823479370480647,11818
ND,North Dakota,38,42,Wholesale Trade,2020-03-14,21,24367,8.618213157138753e-4,0.04216867469879518,415
ND,North Dakota,38,42,Wholesale Trade,2020-03-21,93,24367,0.003816637255304305,0.016028955532574975,5662
ND,North Dakota,38,42,Wholesale Trade,2020-03-28,305,24367,0.012516928632987237,0.025946405784772437,11818
ND,North Dakota,38,44-45,Retail Trade,2020-03-14,25,45455,5.499945000549994e-4,0.050200803212851405,415
ND,North Dakota,38,44-45,Retail Trade,2020-03-21,382,45455,0.008403915960840391,0.06583936573595311,5662
ND,North Dakota,38,44-45,Retail Trade,2020-03-28,1113,45455,0.024485755142448575,0.09468311356869417,11818
ND,North Dakota,38,48-49,Transportation and Warehousing,2020-03-14,37,19937,0.001855845914631088,0.07429718875502007,415
ND,North Dakota,38,48-49,Transportation and Warehousing,2020-03-21,231,19937,0.011586497467021117,0.03981385729058945,5662
ND,North Dakota,38,48-49,Transportation and Warehousing,2020-03-28,379,19937,0.01900988112554547,0.032241599319438534,11818
ND,North Dakota,38,51,Information,2020-03-14,5,6332,7.896399241945673e-4,0.010040160642570281,415
ND,North Dakota,38,51,Information,2020-03-21,42,6332,0.0066329753632343655,0.007238883143743537,5662
ND,North Dakota,38,51,Information,2020-03-28,53,6332,0.008370183196462414,0.004508719693747341,11818
ND,North Dakota,38,52,Finance and Insurance,2020-03-14,1,17919.333333333336,5.5805647531530185e-5,0.002008032128514056,415
ND,North Dakota,38,52,Finance and Insurance,2020-03-21,22,17919.333333333336,0.0012277242456936641,0.003791795932437091,5662
ND,North Dakota,38,52,Finance and Insurance,2020-03-28,67,17919.333333333336,0.0037389783846125224,0.005699702254359847,11818
ND,North Dakota,38,53,Real Estate and Rental and Leasing,2020-03-14,11,5873,0.0018729780350757704,0.02208835341365462,415
ND,North Dakota,38,53,Real Estate and Rental and Leasing,2020-03-21,58,5873,0.009875702366763153,0.009996552912788694,5662
ND,North Dakota,38,53,Real Estate and Rental and Leasing,2020-03-28,146,5873,0.024859526647369318,0.012420246703530412,11818
ND,North Dakota,38,54,"Professional, Scientific, and Technical Services",2020-03-14,25,17320.666666666664,0.0014433624571802473,0.050200803212851405,415
ND,North Dakota,38,54,"Professional, Scientific, and Technical Services",2020-03-21,96,17320.666666666664,0.00554251183557215,0.016546018614270942,5662
ND,North Dakota,38,54,"Professional, Scientific, and Technical Services",2020-03-28,299,17320.666666666664,0.01726261498787576,0.025435984687367078,11818
ND,North Dakota,38,55,Management of Companies and Enterprises,2020-03-14,1,3606,2.7731558513588466e-4,0.002008032128514056,415
ND,North Dakota,38,55,Management of Companies and Enterprises,2020-03-21,6,3606,0.0016638935108153079,0.001034126163391934,5662
ND,North Dakota,38,55,Management of Companies and Enterprises,2020-03-28,11,3606,0.003050471436494731,9.357720119098256e-4,11818
ND,North Dakota,38,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,9,13857.666666666668,6.494599860486373e-4,0.018072289156626505,415
ND,North Dakota,38,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,219,13857.666666666668,0.015803526327183508,0.037745604963805586,5662
ND,North Dakota,38,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,547,13857.666666666668,0.039472734707622734,0.0465333900467886,11818
ND,North Dakota,38,61,Educational Services,2020-03-14,4,27583,1.4501685820976688e-4,0.008032128514056224,415
ND,North Dakota,38,61,Educational Services,2020-03-21,159,27583,0.005764420113838234,0.027404343329886244,5662
ND,North Dakota,38,61,Educational Services,2020-03-28,323,27583,0.011710111300438676,0.027477669076988516,11818
ND,North Dakota,38,62,Health Care and Social Assistance,2020-03-14,24,67785.66666666667,3.540571507250795e-4,0.04819277108433735,415
ND,North Dakota,38,62,Health Care and Social Assistance,2020-03-21,830,67785.66666666667,0.012244476462575666,0.14305411926921752,5662
ND,North Dakota,38,62,Health Care and Social Assistance,2020-03-28,1409,67785.66666666667,0.02078610522381821,0.11986388770735858,11818
ND,North Dakota,38,71,"Arts, Entertainment, and Recreation",2020-03-14,3,12680.333333333332,2.365868405141821e-4,0.006024096385542169,415
ND,North Dakota,38,71,"Arts, Entertainment, and Recreation",2020-03-21,171,12680.333333333332,0.013485449909308379,0.029472595656670115,5662
ND,North Dakota,38,71,"Arts, Entertainment, and Recreation",2020-03-28,558,12680.333333333332,0.04400515233563787,0.04746916205869842,11818
ND,North Dakota,38,72,Accommodation and Food Services,2020-03-14,22,35438,6.208025283593882e-4,0.04417670682730924,415
ND,North Dakota,38,72,Accommodation and Food Services,2020-03-21,2058,35438,0.058073254698346406,0.35470527404343327,5662
ND,North Dakota,38,72,Accommodation and Food Services,2020-03-28,3435,35438,0.0969298493142954,0.29221607826456825,11818
ND,North Dakota,38,81,Other Services (except Public Administration),2020-03-14,11,11673,9.423455838259231e-4,0.02208835341365462,415
ND,North Dakota,38,81,Other Services (except Public Administration),2020-03-21,350,11673,0.029983723121733915,0.060324026197862805,5662
ND,North Dakota,38,81,Other Services (except Public Administration),2020-03-28,719,11673,0.061595134070076246,0.06116546150574224,11818
ND,North Dakota,38,92,Public Administration,2020-03-14,8,23072.333333333332,3.467356285305633e-4,0.01606425702811245,415
ND,North Dakota,38,92,Public Administration,2020-03-21,20,23072.333333333332,8.668390713264083e-4,0.003447087211306446,5662
ND,North Dakota,38,92,Public Administration,2020-03-28,50,23072.333333333332,0.0021670976783160207,0.004253509145044662,11818
ND,North Dakota,38,42,Wholesale Trade,2020-04-04,484,24367,0.01986292937169122,0.033981604998946854,15125
ND,North Dakota,38,22,Utilities,2020-04-04,18,3780,0.004761904761904762,0.0012637786983079407,15125
ND,North Dakota,38,48-49,Transportation and Warehousing,2020-04-04,624,19937,0.031298590560264836,0.04381099487467528,15125
ND,North Dakota,38,44-45,Retail Trade,2020-04-04,1661,45455,0.03654163458365416,0.11661868988274943,15125
ND,North Dakota,38,53,Real Estate and Rental and Leasing,2020-04-04,182,5873,0.03098927294398093,0.012778206838446956,15125
ND,North Dakota,38,92,Public Administration,2020-04-04,84,23072.333333333332,0.003640724099570915,0.005897633925437057,15125
ND,North Dakota,38,54,"Professional, Scientific, and Technical Services",2020-04-04,343,17320.666666666664,0.019802932912512995,0.024082005195534648,15125
ND,North Dakota,38,81,Other Services (except Public Administration),2020-04-04,755,11673,0.06467917416259744,0.05300849540124974,15125
ND,North Dakota,38,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,1257,21702,0.05792092894664086,0.08825387909850453,15125
ND,North Dakota,38,31-33,Manufacturing,2020-04-04,1562,26623.333333333332,0.05867033930136472,0.10966790704205574,15125
ND,North Dakota,38,55,Management of Companies and Enterprises,2020-04-04,15,3606,0.004159733777038269,0.0010531489152566173,15125
ND,North Dakota,38,51,Information,2020-04-04,66,6332,0.010423246999368288,0.004633855227129116,15125
ND,North Dakota,38,62,Health Care and Social Assistance,2020-04-04,2185,67785.66666666667,0.03223395309726245,0.15340869198904725,15125
ND,North Dakota,38,52,Finance and Insurance,2020-04-04,135,17919.333333333336,0.007533762416756575,0.009478340237309556,15125
ND,North Dakota,38,61,Educational Services,2020-04-04,484,27583,0.017547039843381792,0.033981604998946854,15125
ND,North Dakota,38,23,Construction,2020-04-04,958,31959,0.029975906630370162,0.06726111072105596,15125
ND,North Dakota,38,71,"Arts, Entertainment, and Recreation",2020-04-04,573,12680.333333333332,0.04518808653820878,0.04023028856280278,15125
ND,North Dakota,38,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,50,4836.666666666667,0.010337698139214334,0.0035104963841887243,15125
ND,North Dakota,38,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,525,13857.666666666668,0.037885165852837174,0.036860212033981606,15125
ND,North Dakota,38,72,Accommodation and Food Services,2020-04-04,2282,35438,0.06439415316891473,0.1602190549743734,15125
NE,Nebraska,31,44-45,Retail Trade,2020-03-21,1094,104551,0.010463792790121567,0.07916063675832127,15700
NE,Nebraska,31,44-45,Retail Trade,2020-03-28,2483,104551,0.02374917504375855,0.11336864213313852,24725
NE,Nebraska,31,44-45,Retail Trade,2020-04-04,3744,104551,0.035810274411531215,0.15894714497983442,27054
NE,Nebraska,31,62,Health Care and Social Assistance,2020-03-21,1717,145418.33333333334,0.011807314529346368,0.12424023154848046,15700
NE,Nebraska,31,62,Health Care and Social Assistance,2020-03-28,3539,145418.33333333334,0.024336683820242747,0.16158341703953977,24725
NE,Nebraska,31,62,Health Care and Social Assistance,2020-04-04,3627,145418.33333333334,0.024941834477541804,0.1539800466992146,27054
NE,Nebraska,31,72,Accommodation and Food Services,2020-03-21,6040,79854.33333333334,0.07563772368854955,0.43704775687409553,15700
NE,Nebraska,31,72,Accommodation and Food Services,2020-03-28,5163,79854.33333333334,0.06465522639138764,0.23573189663044472,24725
NE,Nebraska,31,72,Accommodation and Food Services,2020-04-04,3582,79854.33333333334,0.04485667653185174,0.15206962428359158,27054
NE,Nebraska,31,81,Other Services (except Public Administration),2020-03-21,915,25957,0.03525060677273953,0.06620839363241679,15700
NE,Nebraska,31,81,Other Services (except Public Administration),2020-03-28,2515,25957,0.09689101205840428,0.11482969591818099,24725
NE,Nebraska,31,81,Other Services (except Public Administration),2020-04-04,2951,25957,0.11368802249874793,0.12528125663341116,27054
NE,Nebraska,31,31-33,Manufacturing,2020-03-21,471,99825.66666666667,0.004718225439683181,0.034081041968162085,15700
NE,Nebraska,31,31-33,Manufacturing,2020-03-28,1490,99825.66666666667,0.014926021029995625,0.06803031686603964,24725
NE,Nebraska,31,31-33,Manufacturing,2020-04-04,1619,99825.66666666667,0.016218273857424775,0.06873275313097008,27054
NE,Nebraska,31,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,528,53758.333333333336,0.00982173306464114,0.038205499276410995,15700
NE,Nebraska,31,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,1308,53758.333333333336,0.02433111145558828,0.05972057346361063,24725
NE,Nebraska,31,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,1394,53758.333333333336,0.025930863432026042,0.05918064105285502,27054
NE,Nebraska,31,23,Construction,2020-03-21,526,56602,0.009292957846012508,0.03806078147612156,15700
NE,Nebraska,31,23,Construction,2020-03-28,1059,56602,0.01870958623370199,0.048351748698748975,24725
NE,Nebraska,31,23,Construction,2020-04-04,1268,56602,0.0224020352637716,0.053831458289110595,27054
NE,Nebraska,31,61,Educational Services,2020-03-21,500,82215.33333333333,0.006081590619754628,0.0361794500723589,15700
NE,Nebraska,31,61,Educational Services,2020-03-28,897,82215.33333333333,0.010910373571839804,0.04095516391197151,24725
NE,Nebraska,31,61,Educational Services,2020-04-04,990,82215.33333333333,0.012041549427114164,0.04202929314370622,27054
NE,Nebraska,31,54,"Professional, Scientific, and Technical Services",2020-03-21,304,46906,0.006481047200784548,0.02199710564399421,15700
NE,Nebraska,31,54,"Professional, Scientific, and Technical Services",2020-03-28,562,46906,0.01198140962776617,0.025659757099808236,24725
NE,Nebraska,31,54,"Professional, Scientific, and Technical Services",2020-04-04,847,46906,0.018057391378501684,0.035958395245170874,27054
NE,Nebraska,31,71,"Arts, Entertainment, and Recreation",2020-03-21,602,17108,0.03518821603927987,0.04356005788712011,15700
NE,Nebraska,31,71,"Arts, Entertainment, and Recreation",2020-03-28,919,17108,0.053717559036707975,0.0419596383891882,24725
NE,Nebraska,31,71,"Arts, Entertainment, and Recreation",2020-04-04,782,17108,0.045709609539396776,0.033198896200382084,27054
NE,Nebraska,31,48-49,Transportation and Warehousing,2020-03-21,360,46361.333333333336,0.007765091599321273,0.02604920405209841,15700
NE,Nebraska,31,48-49,Transportation and Warehousing,2020-03-28,601,46361.333333333336,0.012963389031089125,0.027440416400328738,24725
NE,Nebraska,31,48-49,Transportation and Warehousing,2020-04-04,625,46361.333333333336,0.01348106180437721,0.026533644661430694,27054
NE,Nebraska,31,42,Wholesale Trade,2020-03-21,172,40355,0.004262173212736959,0.012445730824891461,15700
NE,Nebraska,31,42,Wholesale Trade,2020-03-28,456,40355,0.01129971502911659,0.02082001643685508,24725
NE,Nebraska,31,42,Wholesale Trade,2020-04-04,562,40355,0.013926403171849833,0.02385905327955848,27054
NE,Nebraska,31,53,Real Estate and Rental and Leasing,2020-03-21,114,10818,0.010537992235163616,0.00824891461649783,15700
NE,Nebraska,31,53,Real Estate and Rental and Leasing,2020-03-28,236,10818,0.02181549269735626,0.010775271664688156,24725
NE,Nebraska,31,53,Real Estate and Rental and Leasing,2020-04-04,433,10818,0.04002588278794601,0.018382509021439185,27054
NE,Nebraska,31,52,Finance and Insurance,2020-03-21,123,57225.333333333336,0.002149397702649176,0.00890014471780029,15700
NE,Nebraska,31,52,Finance and Insurance,2020-03-28,211,57225.333333333336,0.0036871781728372048,0.009633823395123734,24725
NE,Nebraska,31,52,Finance and Insurance,2020-04-04,335,57225.333333333336,0.0058540506535567,0.014222033538526852,27054
