stateabb,statename,statefips,sector,sectorname,endweek,ic,emp,ic_share_emp,ic_share_sumic,ic_headline
OR,Oregon,41,23,Construction,2020-04-04,4547,118920.66666666666,0.03823557441655782,0.083478675944115,62788
OR,Oregon,41,71,"Arts, Entertainment, and Recreation",2020-04-04,1815,37691.666666666664,0.04815388016803007,0.0333217059244708,62788
OR,Oregon,41,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,615,70933.66666666667,0.008670072039135154,0.011290825974407462,62788
OR,Oregon,41,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,2965,106659.33333333333,0.02779878616654895,0.0544346325432815,62788
OR,Oregon,41,72,Accommodation and Food Services,2020-04-04,12600,195761.33333333334,0.06436408960571036,0.23132423947566505,62788
WA,Washington,53,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,356,130840.33333333334,0.002720873532881043,0.02828314928100421,14240
WA,Washington,53,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,865,130840.33333333334,0.006611111252646355,0.007450730429988975,129909
WA,Washington,53,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,1404,130840.33333333334,0.01073063606787917,0.00900444450145264,182849
WA,Washington,53,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,1516,130840.33333333334,0.011586641224291183,0.010467805972725704,171252
WA,Washington,53,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,12,2237.6666666666665,0.005362729033219127,9.533645825057599e-4,14240
WA,Washington,53,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,24,2237.6666666666665,0.010725458066438254,2.0672546857772878e-4,129909
WA,Washington,53,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,178,2237.6666666666665,0.07954714732608373,0.001141589117705534,182849
WA,Washington,53,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,157,2237.6666666666665,0.07016237151795025,0.001084066977386501,171252
WA,Washington,53,22,Utilities,2020-03-14,18,19749.666666666668,9.114077874732063e-4,0.0014300468737586398,14240
WA,Washington,53,22,Utilities,2020-03-21,43,19749.666666666668,0.0021772519367415483,3.7038313120176403e-4,129909
WA,Washington,53,22,Utilities,2020-03-28,90,19749.666666666668,0.004557038937366031,5.772079808623487e-4,182849
WA,Washington,53,22,Utilities,2020-04-04,167,19749.666666666668,0.008455838917112525,0.0011531158294493353,171252
WA,Washington,53,23,Construction,2020-03-14,1979,213687.33333333334,0.00926119470503633,0.15722570906490824,14240
WA,Washington,53,23,Construction,2020-03-21,5210,213687.33333333334,0.02438141708602288,0.04487665380374862,129909
WA,Washington,53,23,Construction,2020-03-28,28021,213687.33333333334,0.1311308422586271,0.17971049813048748,182849
WA,Washington,53,23,Construction,2020-04-04,24394,213687.33333333334,0.11415744498972018,0.16843776972207838,171252
WA,Washington,53,31-33,Manufacturing,2020-03-14,989,309168.3333333333,0.003198904588115428,0.07857313100818304,14240
WA,Washington,53,31-33,Manufacturing,2020-03-21,5276,309168.3333333333,0.0170651371151638,0.04544514884233738,129909
WA,Washington,53,31-33,Manufacturing,2020-03-28,13967,309168.3333333333,0.04517603678686369,0.08957626520782694,182849
WA,Washington,53,31-33,Manufacturing,2020-04-04,12973,309168.3333333333,0.04196095977919257,0.08957707578111514,171252
WA,Washington,53,42,Wholesale Trade,2020-03-14,347,134919,0.002571913518481459,0.02756812584412489,14240
WA,Washington,53,42,Wholesale Trade,2020-03-21,1954,134919,0.014482763732313463,0.016830898566703417,129909
WA,Washington,53,42,Wholesale Trade,2020-03-28,5207,134919,0.03859352648626213,0.03339468840389166,182849
WA,Washington,53,42,Wholesale Trade,2020-04-04,6008,134919,0.04453042195687783,0.041484550319350944,171252
WA,Washington,53,44-45,Retail Trade,2020-03-14,675,389292.6666666667,0.0017339139875911696,0.053626757765948996,14240
WA,Washington,53,44-45,Retail Trade,2020-03-21,8700,389292.6666666667,0.022348224728952853,0.07493798235942668,129909
WA,Washington,53,44-45,Retail Trade,2020-03-28,22002,389292.6666666667,0.05651788971108283,0.14110811105481552,182849
WA,Washington,53,44-45,Retail Trade,2020-04-04,20508,389292.6666666667,0.05268016008521438,0.1416053858104609,171252
WA,Washington,53,48-49,Transportation and Warehousing,2020-03-14,569,134809.66666666666,0.004220765573190845,0.045205370620481446,14240
WA,Washington,53,48-49,Transportation and Warehousing,2020-03-21,1940,134809.66666666666,0.014390659423532933,0.016710308710033078,129909
WA,Washington,53,48-49,Transportation and Warehousing,2020-03-28,3631,134809.66666666666,0.02693427029218973,0.02328713531679098,182849
WA,Washington,53,48-49,Transportation and Warehousing,2020-04-04,4625,134809.66666666666,0.0343076287803298,0.031935094079060936,171252
WA,Washington,53,51,Information,2020-03-14,199,152793.66666666666,0.0013024100039050485,0.015809962659887187,14240
WA,Washington,53,51,Information,2020-03-21,1346,152793.66666666666,0.008809265654553745,0.011593853362734288,129909
WA,Washington,53,51,Information,2020-03-28,1523,152793.66666666666,0.009967690632901451,0.009767641720592857,182849
WA,Washington,53,51,Information,2020-04-04,1693,152793.66666666666,0.011080302194026368,0.011689970654237873,171252
WA,Washington,53,52,Finance and Insurance,2020-03-14,105,95616.66666666666,0.0010981349137179713,0.008341940096925399,14240
WA,Washington,53,52,Finance and Insurance,2020-03-21,570,95616.66666666666,0.005961303817326129,0.004909729878721058,129909
WA,Washington,53,52,Finance and Insurance,2020-03-28,949,95616.66666666666,0.00992504793446052,0.006086337487092988,182849
WA,Washington,53,52,Finance and Insurance,2020-04-04,997,95616.66666666666,0.01042705246644588,0.006884170550664595,171252
WA,Washington,53,53,Real Estate and Rental and Leasing,2020-03-14,245,59808.666666666664,0.004096396285934035,0.01946452689282593,14240
WA,Washington,53,53,Real Estate and Rental and Leasing,2020-03-21,1444,59808.666666666664,0.024143658109749982,0.012437982359426681,129909
WA,Washington,53,53,Real Estate and Rental and Leasing,2020-03-28,2602,59808.666666666664,0.0435054005551035,0.01668772406893146,182849
WA,Washington,53,53,Real Estate and Rental and Leasing,2020-04-04,2309,59808.666666666664,0.038606444996823204,0.015943379941308476,171252
WA,Washington,53,54,"Professional, Scientific, and Technical Services",2020-03-14,409,214752.33333333334,0.0019045194697147256,0.032493842853737985,14240
WA,Washington,53,54,"Professional, Scientific, and Technical Services",2020-03-21,2129,214752.33333333334,0.009913745601522373,0.01833827177508269,129909
WA,Washington,53,54,"Professional, Scientific, and Technical Services",2020-03-28,4313,214752.33333333334,0.020083600178189758,0.027661089127325667,182849
WA,Washington,53,54,"Professional, Scientific, and Technical Services",2020-04-04,4415,214752.33333333334,0.020558565913913234,0.030485068185741412,171252
WA,Washington,53,55,Management of Companies and Enterprises,2020-03-14,11,45217.666666666664,2.4326774933101372e-4,8.739175339636132e-4,14240
WA,Washington,53,55,Management of Companies and Enterprises,2020-03-21,67,45217.666666666664,0.0014817217459252652,5.771085997794928e-4,129909
WA,Washington,53,55,Management of Companies and Enterprises,2020-03-28,139,45217.666666666664,0.0030740197415464457,8.914656593318497e-4,182849
WA,Washington,53,55,Management of Companies and Enterprises,2020-04-04,270,45217.666666666664,0.005971117483579427,0.0018643190056965304,171252
WA,Washington,53,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-14,864,179102,0.004824066732923139,0.0686422499404147,14240
WA,Washington,53,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-21,3568,179102,0.01992160891559,0.03073318632855568,129909
WA,Washington,53,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-03-28,8580,179102,0.047905662695000614,0.05502716084221058,182849
WA,Washington,53,56,"Admin. and Support, Waste Mgmt. and Remediation Services",2020-04-04,8508,179102,0.04750365713392369,0.05874676333505956,171252
WA,Washington,53,61,Educational Services,2020-03-14,549,264448.3333333334,0.0020760198904637953,0.043616429649638515,14240
WA,Washington,53,61,Educational Services,2020-03-21,4873,264448.3333333334,0.018427039938488297,0.04197388368246968,129909
WA,Washington,53,61,Educational Services,2020-03-28,4387,264448.3333333334,0.01658925183873346,0.02813568235603471,182849
WA,Washington,53,61,Educational Services,2020-04-04,3556,264448.3333333334,0.013446861075572416,0.024553771793543934,171252
WA,Washington,53,62,Health Care and Social Assistance,2020-03-14,858,490614.3333333333,0.0017488278301422096,0.06816556764916183,14240
WA,Washington,53,62,Health Care and Social Assistance,2020-03-21,18902,490614.3333333333,0.03852720704586019,0.16281353362734288,129909
WA,Washington,53,62,Health Care and Social Assistance,2020-03-28,20268,490614.3333333333,0.041311471400142546,0.12998723729020092,182849
WA,Washington,53,62,Health Care and Social Assistance,2020-04-04,19462,490614.3333333333,0.039668633135463496,0.13438287588468842,171252
WA,Washington,53,71,"Arts, Entertainment, and Recreation",2020-03-14,306,82739,0.0036983768235052394,0.02431079685389688,14240
WA,Washington,53,71,"Arts, Entertainment, and Recreation",2020-03-21,7574,82739,0.09154086948113949,0.06523911245865491,129909
WA,Washington,53,71,"Arts, Entertainment, and Recreation",2020-03-28,5422,82739,0.06553136972890657,0.03477357413595172,182849
WA,Washington,53,71,"Arts, Entertainment, and Recreation",2020-04-04,6762,82739,0.08172687608020401,0.04669083376488866,171252
WA,Washington,53,72,Accommodation and Food Services,2020-03-14,3647,297887,0.012242897474545718,0.28974338603320887,14240
WA,Washington,53,72,Accommodation and Food Services,2020-03-21,41309,297887,0.13867338957389883,0.3558175992282249,129909
WA,Washington,53,72,Accommodation and Food Services,2020-03-28,23360,297887,0.0784189978078936,0.1498175381438274,182849
WA,Washington,53,72,Accommodation and Food Services,2020-04-04,18017,297887,0.060482666245925465,0.12440531676160883,171252
WA,Washington,53,81,Other Services (except Public Administration),2020-03-14,324,104749,0.0030931082874299516,0.02574084372765552,14240
WA,Washington,53,81,Other Services (except Public Administration),2020-03-21,9626,104749,0.09189586535432319,0.08291414002205072,129909
WA,Washington,53,81,Other Services (except Public Administration),2020-03-28,8879,104749,0.08476453235830414,0.05694477402307549,182849
WA,Washington,53,81,Other Services (except Public Administration),2020-04-04,7399,104749,0.07063551919350065,0.05108924564129121,171252
WA,Washington,53,92,Public Administration,2020-03-14,125,175419,7.125795951407772e-4,0.009930881067768332,14240
WA,Washington,53,92,Public Administration,2020-03-21,676,175419,0.003853630450521323,0.00582276736493936,129909
WA,Washington,53,92,Public Administration,2020-03-28,1001,175419,0.005706337397887344,0.006419835431591234,182849
WA,Washington,53,92,Public Administration,2020-04-04,1089,175419,0.006207993432866451,0.007519419989642672,171252
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-14,23,52382,4.390821274483601e-4,NA,517
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-21,74,52382,0.0014126990187468978,NA,3653
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-03-28,101,52382,0.0019281432553167118,NA,6396
WY,Wyoming,56,1021,"**Trade, transportation, and utilities**",2020-04-04,131,52382,0.0025008590737276163,NA,6543
WY,Wyoming,56,1023,**Financial activities**,2020-03-14,14,11402.666666666666,0.0012277829747427502,NA,517
WY,Wyoming,56,1023,**Financial activities**,2020-03-21,55,11402.666666666666,0.004823433115060805,NA,3653
WY,Wyoming,56,1023,**Financial activities**,2020-03-28,62,11402.666666666666,0.00543732460243218,NA,6396
WY,Wyoming,56,1023,**Financial activities**,2020-04-04,74,11402.666666666666,0.006489710009354537,NA,6543
WY,Wyoming,56,1024,**Professional and business services**,2020-03-14,45,20311.666666666668,0.002215475506687454,NA,517
WY,Wyoming,56,1024,**Professional and business services**,2020-03-21,120,20311.666666666668,0.005907934684499876,NA,3653
WY,Wyoming,56,1024,**Professional and business services**,2020-03-28,206,20311.666666666668,0.010141954541724788,NA,6396
WY,Wyoming,56,1024,**Professional and business services**,2020-04-04,241,20311.666666666668,0.011865102158037252,NA,6543
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-14,83,43896.333333333336,0.0018908185193903819,NA,517
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-21,1615,43896.333333333336,0.036791227817053816,NA,3653
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-03-28,1671,43896.333333333336,0.038066960793991904,NA,6396
WY,Wyoming,56,1026,**Leisure and hospitality**,2020-04-04,1263,43896.333333333336,0.028772334819157256,NA,6543
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-14,NA,3009,NA,NA,517
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-21,NA,3009,NA,NA,3653
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-03-28,NA,3009,NA,NA,6396
WY,Wyoming,56,11,"Agriculture, Forestry, Fishing, and Hunting",2020-04-04,NA,3009,NA,NA,6543
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-14,70,20611.333333333332,0.003396189798492739,NA,517
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-21,190,20611.333333333332,0.009218229453051719,NA,3653
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-03-28,297,20611.333333333332,0.014409548145033478,NA,6396
WY,Wyoming,56,21,"Mining, Quarrying, and Oil and Gas Extraction",2020-04-04,332,20611.333333333332,0.01610764304427985,NA,6543
WY,Wyoming,56,23,Construction,2020-03-14,133,24729,0.005378300780460189,NA,517
WY,Wyoming,56,23,Construction,2020-03-21,278,24729,0.011241861781713778,NA,3653
WY,Wyoming,56,23,Construction,2020-03-28,509,24729,0.020583121031986736,NA,6396
WY,Wyoming,56,23,Construction,2020-04-04,469,24729,0.0189655869626754,NA,6543
WY,Wyoming,56,31-33,Manufacturing,2020-03-14,17,10150.333333333334,0.001674821844931201,NA,517
WY,Wyoming,56,31-33,Manufacturing,2020-03-21,98,10150.333333333334,0.009654855341368099,NA,3653
WY,Wyoming,56,31-33,Manufacturing,2020-03-28,137,10150.333333333334,0.013497093691504383,NA,6396
WY,Wyoming,56,31-33,Manufacturing,2020-04-04,179,10150.333333333334,0.017634888837804997,NA,6543
WY,Wyoming,56,42,Wholesale Trade,2020-03-14,14,8487.666666666666,0.0016494521462514238,NA,517
WY,Wyoming,56,42,Wholesale Trade,2020-03-21,26,8487.666666666666,0.003063268271609787,NA,3653
WY,Wyoming,56,42,Wholesale Trade,2020-03-28,69,8487.666666666666,0.008129442720810589,NA,6396
WY,Wyoming,56,42,Wholesale Trade,2020-04-04,84,8487.666666666666,0.009896712877508542,NA,6543
WY,Wyoming,56,44-45,Retail Trade,2020-03-14,15,29601,5.067396371744198e-4,NA,517
WY,Wyoming,56,44-45,Retail Trade,2020-03-21,147,29601,0.004966048444309314,NA,3653
WY,Wyoming,56,44-45,Retail Trade,2020-03-28,306,29601,0.010337488598358164,NA,6396
WY,Wyoming,56,44-45,Retail Trade,2020-04-04,394,29601,0.013310361136448092,NA,6543
WY,Wyoming,56,51,Information,2020-03-14,NA,3927.3333333333335,NA,NA,517
WY,Wyoming,56,51,Information,2020-03-21,31,3927.3333333333335,0.007893396706840944,NA,3653
WY,Wyoming,56,51,Information,2020-03-28,27,3927.3333333333335,0.006874893905958241,NA,6396
WY,Wyoming,56,51,Information,2020-04-04,54,3927.3333333333335,0.013749787811916481,NA,6543
WY,Wyoming,56,61,Educational Services,2020-03-14,NA,20520,NA,NA,517
WY,Wyoming,56,61,Educational Services,2020-03-21,54,20520,0.002631578947368421,NA,3653
WY,Wyoming,56,61,Educational Services,2020-03-28,110,20520,0.005360623781676413,NA,6396
WY,Wyoming,56,61,Educational Services,2020-04-04,163,20520,0.00794346978557505,NA,6543
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-14,10,35851.666666666664,2.7892706057366e-4,NA,517
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-21,342,35851.666666666664,0.009539305471619172,NA,3653
WY,Wyoming,56,62,Health Care and Social Assistance,2020-03-28,483,35851.666666666664,0.013472177025707778,NA,6396
WY,Wyoming,56,62,Health Care and Social Assistance,2020-04-04,565,35851.666666666664,0.01575937892241179,NA,6543
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-14,NA,7765.666666666667,NA,NA,517
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-21,118,7765.666666666667,0.015195089496501694,NA,3653
WY,Wyoming,56,81,Other Services (except Public Administration),2020-03-28,180,7765.666666666667,0.023178950079409365,NA,6396
WY,Wyoming,56,81,Other Services (except Public Administration),2020-04-04,187,7765.666666666667,0.024080353693608617,NA,6543
WY,Wyoming,56,92,Public Administration,2020-03-14,6,24279,2.471271469170888e-4,NA,517
WY,Wyoming,56,92,Public Administration,2020-03-21,20,24279,8.237571563902962e-4,NA,3653
WY,Wyoming,56,92,Public Administration,2020-03-28,17,24279,7.001935829317517e-4,NA,6396
WY,Wyoming,56,92,Public Administration,2020-04-04,28,24279,0.0011532600189464147,NA,6543
