area_fips,industry_code,emp
22000,1026,245536.66666666666
22000,1027,46823
22000,1028,97441.66666666667
23000,1011,8062
23000,1012,32247
23000,1013,59807
23000,1021,125120.33333333333
23000,1022,7651.666666666667
23000,1023,31303.333333333332
23000,1024,71322.66666666667
23000,1025,164303.33333333334
23000,1026,84776
23000,1027,18287.666666666664
23000,1028,27444
24000,1011,7504.666666666667
24000,1012,168959.66666666666
24000,1013,113918
24000,1021,474458
24000,1022,38894.333333333336
24000,1023,136028.3333333333
24000,1024,475566
24000,1025,627103.3333333334
24000,1026,298257.3333333333
24000,1027,92979.66666666667
24000,1028,246556
25000,1011,11722.333333333334
25000,1012,170858
25000,1013,244266.66666666666
25000,1021,597392.3333333333
25000,1022,100613
25000,1023,222593.33333333334
25000,1024,619866.3333333334
25000,1025,981452.3333333334
25000,1026,412817
25000,1027,123249
25000,1028,140581
26000,1011,41455.333333333336
26000,1012,189124.66666666666
26000,1013,626269
26000,1021,818498.3333333334
26000,1022,60149.666666666664
26000,1023,211414
26000,1024,650140
26000,1025,970231.6666666666
26000,1026,467998
26000,1027,140771.6666666667
26000,1028,179210.66666666666
27000,1011,29734.333333333332
27000,1012,145802
27000,1013,327621.3333333333
27000,1021,543530.3333333333
27000,1022,51023.666666666664
27000,1023,185951.6666666667
27000,1024,389918.6666666667
27000,1025,698832.6666666666
27000,1026,305530.3333333333
27000,1027,92848.33333333334
27000,1028,141296.66666666666
28000,1011,15813.666666666666
28000,1012,44874.66666666667
28000,1013,146847
28000,1021,235252.33333333334
28000,1022,11688
28000,1023,44001.66666666667
28000,1024,111701.33333333334
28000,1025,289022.6666666667
28000,1026,141306.66666666666
28000,1027,21197.666666666668
28000,1028,67451.66666666667
29000,1011,17349.666666666668
29000,1012,134156.33333333334
29000,1013,278244
29000,1021,562184.6666666667
29000,1022,52173.666666666664
29000,1023,168752.66666666666
29000,1024,388245.6666666666
29000,1025,653181.3333333334
29000,1026,332841.3333333333
29000,1027,78457.33333333333
29000,1028,122742.66666666667
30000,1011,13725.333333333334
30000,1012,34359.666666666664
30000,1013,21200.333333333332
30000,1021,94212
30000,1022,6305
30000,1023,22985.333333333332
30000,1024,45343.66666666667
30000,1025,104632.33333333333
30000,1026,73453.66666666666
30000,1027,18770
30000,1028,39695.666666666664
31000,1011,17994.333333333332
31000,1012,56602
31000,1013,99825.66666666667
31000,1021,198911.6666666667
31000,1022,17272.333333333332
31000,1023,68043.33333333333
31000,1024,122191
31000,1025,227633.66666666666
31000,1026,97126.33333333333
31000,1027,25957
31000,1028,54266.33333333333
32000,1011,20085.333333333332
32000,1012,97743.66666666667
32000,1013,59367.666666666664
32000,1021,266224
32000,1022,16616.666666666664
32000,1023,65224.33333333333
32000,1024,196051
32000,1025,223298.66666666666
32000,1026,359419.6666666666
32000,1027,35650.666666666664
32000,1028,64602.666666666664
33000,1011,2936
33000,1012,30077
33000,1013,71591.33333333333
33000,1021,144246.33333333334
33000,1022,12550.666666666666
33000,1023,33866
33000,1024,85982.33333333333
33000,1025,150997
33000,1026,80202.66666666667
33000,1027,22578
33000,1028,32497
34000,1011,15686
34000,1012,166969.33333333334
34000,1013,249860.66666666666
34000,1021,908721.3333333334
34000,1022,69734.66666666667
34000,1023,246434.66666666666
34000,1024,683760
34000,1025,888742.6666666666
34000,1026,424879
34000,1027,140310.33333333334
34000,1028,214303.33333333334
35000,1011,38718.333333333336
35000,1012,52783.66666666667
35000,1013,29009
35000,1021,142371.33333333334
35000,1022,12474.666666666666
35000,1023,34053.33333333333
35000,1024,114775.33333333333
35000,1025,209280
35000,1026,115744
35000,1027,22177
35000,1028,61676.333333333336
36000,1011,35424
36000,1012,420210
36000,1013,438377
36000,1021,1640196.6666666667
36000,1022,286753
36000,1023,739475.6666666666
36000,1024,1393549.3333333333
36000,1025,2556089
36000,1026,1009943.3333333334
36000,1027,370789
36000,1028,556675
37000,1011,30389.333333333332
37000,1012,234091
37000,1013,478490.3333333333
37000,1021,873494
37000,1022,76973.66666666667
37000,1023,250326.33333333334
37000,1024,658897.3333333334
37000,1025,983869
37000,1026,535393
37000,1027,117273.66666666667
37000,1028,251061.66666666666
38000,1011,26538.666666666668
38000,1012,31959
38000,1013,26623.333333333332
38000,1021,93556.66666666666
38000,1022,6332
38000,1023,23792.333333333332
38000,1024,34773
38000,1025,95368.66666666667
38000,1026,48118.33333333333
38000,1027,11673
38000,1028,23072.333333333332
39000,1011,29867
39000,1012,238714
39000,1013,702139.3333333334
39000,1021,1059737.3333333333
39000,1022,82320.66666666667
39000,1023,295954
39000,1024,751668.3333333333
39000,1025,1307126.6666666667
39000,1026,608176
39000,1027,159646
39000,1028,217628.6666666667
40000,1011,55799
40000,1012,88973
40000,1013,142334
40000,1021,314490
40000,1022,21344.333333333332
40000,1023,78284
40000,1024,200639.66666666666
40000,1025,346420
40000,1026,203372
40000,1027,37576.66666666667
40000,1028,117203
41000,1011,72802
41000,1012,118920.66666666666
41000,1013,199766
41000,1021,372634
41000,1022,37062.333333333336
41000,1023,89167
41000,1024,261296
41000,1025,404264.3333333334
41000,1026,233453
41000,1027,79664
41000,1028,82917.33333333334
42000,1011,55126.666666666664
42000,1012,281813.3333333333
42000,1013,576304.6666666667
42000,1021,1170569.6666666665
42000,1022,91354
42000,1023,332647.6666666667
42000,1024,830490.3333333334
42000,1025,1534840
42000,1026,607984.6666666667
42000,1027,206076.33333333334
42000,1028,243049
44000,1011,1358
44000,1012,21982
44000,1013,39645.66666666667
44000,1021,80074
44000,1022,6134
44000,1023,32433.333333333336
44000,1024,69286
44000,1025,125189.33333333333
44000,1026,66872
44000,1027,19060.666666666664
44000,1028,25681.666666666664
45000,1011,12857.333333333334
45000,1012,107729.33333333333
45000,1013,259385.66666666666
45000,1021,421293
45000,1022,29009.666666666668
45000,1023,103415.33333333333
45000,1024,298938.3333333333
45000,1025,439130.6666666666
45000,1026,283559.6666666667
45000,1027,55574.333333333336
45000,1028,118018
46000,1011,7176.333333333333
46000,1012,25954.666666666664
46000,1013,45091.333333333336
46000,1021,88104
46000,1022,5669.333333333334
46000,1023,29326.666666666668
46000,1024,34642.33333333333
46000,1025,105426.66666666666
46000,1026,53850
46000,1027,11609.666666666666
46000,1028,29211.666666666664
47000,1011,12112.333333333334
47000,1012,134149.33333333334
47000,1013,356398
47000,1021,665436.6666666667
47000,1022,45947.333333333336
47000,1023,160692
47000,1024,430509.3333333334
47000,1025,634964.3333333334
47000,1026,359456.3333333334
47000,1027,83344.66666666667
47000,1028,145447.66666666666
48000,1011,306219.3333333333
48000,1012,814628.3333333334
48000,1013,912904.3333333334
48000,1021,2588957
48000,1022,215759.3333333333
48000,1023,788311.3333333334
48000,1024,1820208
48000,1025,2866678.3333333335
48000,1026,1443608.3333333335
48000,1027,346639
48000,1028,463844.6666666666
49000,1011,15707.666666666666
49000,1012,113135
49000,1013,136852.33333333334
49000,1021,303056.6666666666
49000,1022,40471.666666666664
49000,1023,91382.33333333333
49000,1024,226478.66666666666
49000,1025,310781.6666666667
49000,1026,166245.66666666666
49000,1027,38619.666666666664
49000,1028,81692.66666666667
50000,1011,4426.666666666667
50000,1012,17076.333333333332
50000,1013,30348
50000,1021,56348
50000,1022,4502.666666666667
50000,1023,12160.666666666668
50000,1024,31369.666666666668
50000,1025,71024.33333333333
50000,1026,38704.333333333336
50000,1027,8908.666666666666
50000,1028,18062
51000,1011,19271.666666666668
51000,1012,215963.3333333333
51000,1013,253583.66666666666
51000,1021,686904.6666666666
51000,1022,73407.66666666667
51000,1023,201257
51000,1024,779614.6666666666
51000,1025,844294
51000,1026,439786
51000,1027,144394
51000,1028,255787
53000,1011,133078
53000,1012,213687.33333333334
53000,1013,309168.3333333333
53000,1021,681463.6666666666
53000,1022,152793.66666666666
53000,1023,155425.33333333334
53000,1024,440136
53000,1025,755062.6666666666
53000,1026,380626
53000,1027,104749
53000,1028,175419
54000,1011,23385.333333333332
54000,1012,42326.666666666664
54000,1013,46903
54000,1021,133129.33333333334
54000,1022,9145.333333333334
54000,1023,24868.666666666668
54000,1024,71841.66666666667
54000,1025,178332
54000,1026,77646.33333333334
54000,1027,20282
54000,1028,50560
55000,1011,32773
55000,1012,135653
55000,1013,488167
55000,1021,547612.3333333334
55000,1022,49241
55000,1023,152734.3333333333
55000,1024,330939.3333333333
55000,1025,621419.3333333333
55000,1026,314656.6666666667
55000,1027,85584.33333333333
55000,1028,137969
56000,1011,23620.333333333332
56000,1012,24729
56000,1013,10150.333333333334
56000,1021,52382
56000,1022,3927.3333333333335
56000,1023,11402.666666666666
56000,1024,20311.666666666668
56000,1025,61177.666666666664
56000,1026,43896.333333333336
56000,1027,7765.666666666667
56000,1028,24279
72000,1011,9217.333333333334
72000,1012,26413
72000,1013,74459
72000,1021,183016.33333333334
72000,1022,16167
72000,1023,44433.333333333336
72000,1024,122402
72000,1025,170531.33333333334
72000,1026,81195
72000,1027,15206.333333333334
72000,1028,122952
78000,1011,157
78000,1012,4132.333333333333
78000,1013,738.6666666666666
78000,1021,7449.333333333333
78000,1022,592
78000,1023,1886.3333333333333
78000,1024,3757
78000,1025,6318
78000,1026,5275.333333333333
78000,1027,1712.6666666666667
78000,1028,5549.333333333333
